[1275, 750]
[folio, [249.0, 79.0, 249.0, 18.0], Fqz29iBIpt, 5767792]
[folio, [249.0, 97.0, 249.0, 18.0], Fqz29iBIpt, 5767792]
[folio, [249.0, 115.0, 249.0, 18.0], Fqz29iBIpt, 5767792]
[paragraph, [71.0, 163.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 181.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 199.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 217.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 235.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 253.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 271.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 289.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 307.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 325.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 343.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 361.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 379.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 397.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 415.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 433.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [71.0, 451.0, 607.0, 18.0], shoonya_3sKU7RE94XY7U7, 5767792]
[paragraph, [90.0, 500.0, 536.0, 18.0], shoonya_1sAEYEJAI8WDVI, 5767792]
[paragraph, [90.0, 518.0, 536.0, 18.0], shoonya_1sAEYEJAI8WDVI, 5767792]
[paragraph, [90.0, 536.0, 536.0, 18.0], shoonya_1sAEYEJAI8WDVI, 5767792]
[paragraph, [90.0, 554.0, 536.0, 18.0], shoonya_1sAEYEJAI8WDVI, 5767792]
[paragraph, [90.0, 572.0, 536.0, 18.0], shoonya_1sAEYEJAI8WDVI, 5767792]
[paragraph, [59.0, 621.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 639.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 657.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 675.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 693.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 711.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 729.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 747.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 765.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 783.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 801.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 819.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 837.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 855.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 873.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 891.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 909.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 927.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 945.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 963.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 981.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 999.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 1017.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 1035.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[paragraph, [59.0, 1053.0, 645.0, 18.0], shoonya_0s8L60S5BDMJMR, 5767792]
[ordered-list, [68.0, 1086.0, 627.0, 18.0], shoonya_2sMD03RROUWWY2, 5767792]
[ordered-list, [68.0, 1104.0, 627.0, 18.0], shoonya_2sMD03RROUWWY2, 5767792]
[ordered-list, [68.0, 1122.0, 627.0, 18.0], shoonya_2sMD03RROUWWY2, 5767792]
[ordered-list, [68.0, 1140.0, 627.0, 18.0], shoonya_2sMD03RROUWWY2, 5767792]
[ordered-list, [68.0, 1158.0, 627.0, 18.0], shoonya_2sMD03RROUWWY2, 5767792]
