[1275, 750]
[section-title, [296.0, 85.0, 150.0, 30.0], gfEWSNpvpJ, 5767356]
[paragraph, [63.0, 154.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [63.0, 172.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [63.0, 190.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [63.0, 208.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [63.0, 226.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [63.0, 244.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [63.0, 262.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [63.0, 280.0, 621.0, 18.0], NnQbyMurjc, 5767356]
[paragraph, [85.0, 301.0, 469.0, 18.0], -rA2LM12qG, 5767356]
[paragraph, [85.0, 319.0, 469.0, 18.0], -rA2LM12qG, 5767356]
[paragraph, [85.0, 337.0, 469.0, 18.0], -rA2LM12qG, 5767356]
[paragraph, [85.0, 355.0, 469.0, 18.0], -rA2LM12qG, 5767356]
[paragraph, [85.0, 373.0, 469.0, 18.0], -rA2LM12qG, 5767356]
[paragraph, [69.0, 399.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 417.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 435.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 453.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 471.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 489.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 507.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 525.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 543.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [69.0, 561.0, 611.0, 18.0], tVl9hrSzK8, 5767356]
[paragraph, [90.0, 583.0, 434.0, 18.0], FQpRa4z1ov, 5767356]
[paragraph, [90.0, 601.0, 434.0, 18.0], FQpRa4z1ov, 5767356]
[paragraph, [90.0, 619.0, 434.0, 18.0], FQpRa4z1ov, 5767356]
[paragraph, [90.0, 637.0, 434.0, 18.0], FQpRa4z1ov, 5767356]
[paragraph, [90.0, 655.0, 434.0, 18.0], FQpRa4z1ov, 5767356]
[author, [523.0, 676.0, 151.0, 18.0], ZYSh8BIF_D, 5767356]
[author, [523.0, 694.0, 151.0, 18.0], ZYSh8BIF_D, 5767356]
[paragraph, [52.0, 719.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 737.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 755.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 773.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 791.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 809.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 827.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 845.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 863.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 881.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 899.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 917.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 935.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 953.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 971.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 989.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1007.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1025.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1043.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1061.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1079.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1097.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1115.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1133.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1151.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
[paragraph, [52.0, 1169.0, 654.0, 18.0], shoonya_0sI42LBSSB0L1C, 5767356]
