[1253, 865]
[chapter-title, [318.0, 49.0, 320.0, 30.0], shoonya_3sMQXSG3A5OEE4, 5776049]
[paragraph, [164.0, 89.0, 628.0, 18.0], shoonya_1sWEPOF8OI94SY, 5776049]
[paragraph, [164.0, 107.0, 628.0, 18.0], shoonya_1sWEPOF8OI94SY, 5776049]
[paragraph, [164.0, 125.0, 628.0, 18.0], shoonya_1sWEPOF8OI94SY, 5776049]
[paragraph, [164.0, 143.0, 628.0, 18.0], shoonya_1sWEPOF8OI94SY, 5776049]
[paragraph, [164.0, 161.0, 628.0, 18.0], shoonya_1sWEPOF8OI94SY, 5776049]
[paragraph, [164.0, 179.0, 628.0, 18.0], shoonya_1sWEPOF8OI94SY, 5776049]
[paragraph, [167.0, 207.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 225.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 243.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 261.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 279.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 297.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 315.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 333.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 351.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 369.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 387.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 405.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 423.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 441.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 459.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 477.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 495.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 513.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 531.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 549.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 567.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 585.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 603.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 621.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 639.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 657.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 675.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 693.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 711.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 729.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 747.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 765.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 783.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 801.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 819.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 837.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 855.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 873.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 891.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 909.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 927.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 945.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [167.0, 963.0, 634.0, 18.0], shoonya_0sO4IBB3E3IIJW, 5776049]
[paragraph, [173.0, 987.0, 629.0, 18.0], shoonya_2sYEHUUG3C2AF3, 5776049]
[paragraph, [173.0, 1005.0, 629.0, 18.0], shoonya_2sYEHUUG3C2AF3, 5776049]
[paragraph, [173.0, 1037.0, 625.0, 18.0], d2_m5SSKMw, 5776049]
[paragraph, [173.0, 1055.0, 625.0, 18.0], d2_m5SSKMw, 5776049]
[paragraph, [173.0, 1073.0, 625.0, 18.0], d2_m5SSKMw, 5776049]
