[1372, 849]
[section-title, [361.0, 70.0, 134.0, 30.0], shoonya_0sBDM1SODSHDSS, 5709974]
[paragraph, [64.0, 131.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 149.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 167.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 185.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 203.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 221.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 239.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 257.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 275.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 293.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 311.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 329.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 347.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 365.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 383.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 401.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 419.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 437.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 455.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 473.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 491.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 509.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 527.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 545.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [64.0, 563.0, 726.0, 18.0], shoonya_1sN29HVGDN44QX, 5709974]
[paragraph, [58.0, 591.0, 732.0, 18.0], o8VRXSn3Xe, 5709974]
[paragraph, [58.0, 609.0, 732.0, 18.0], o8VRXSn3Xe, 5709974]
[paragraph, [58.0, 627.0, 732.0, 18.0], o8VRXSn3Xe, 5709974]
[paragraph, [58.0, 645.0, 732.0, 18.0], o8VRXSn3Xe, 5709974]
[paragraph, [58.0, 663.0, 732.0, 18.0], o8VRXSn3Xe, 5709974]
[paragraph, [58.0, 681.0, 732.0, 18.0], o8VRXSn3Xe, 5709974]
[paragraph, [57.0, 715.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 733.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 751.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 769.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 787.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 805.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 823.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 841.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 859.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 877.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
[paragraph, [57.0, 895.0, 727.0, 18.0], shoonya_2sVJIMRWKCEPOU, 5709974]
