[1034, 680]
[folio, [227.0, 71.0, 220.0, 18.0], Oweq9RUIxm, 5739424]
[paragraph, [68.0, 127.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 145.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 163.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 181.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 199.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 217.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 235.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 253.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 271.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 289.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 307.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 325.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 343.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 361.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [68.0, 379.0, 547.0, 18.0], shoonya_0sJWVIG3B168JZ, 5739424]
[paragraph, [64.0, 441.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 459.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 477.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 495.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 513.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 531.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 549.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 567.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 585.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 603.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 621.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 639.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 657.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 675.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 693.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 711.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 729.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 747.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 765.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 783.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 801.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 819.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 837.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 855.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 873.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 891.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 909.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 927.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
[paragraph, [64.0, 945.0, 556.0, 18.0], LGY8pFGe6e, 5739424]
