[1298, 853]
[section-title, [385.0, 67.0, 78.0, 30.0], Fpui3uMVyH, 5709587]
[paragraph, [69.0, 114.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 132.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 150.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 168.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 186.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 204.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 222.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 240.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 258.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 276.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 294.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 312.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 330.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 348.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [69.0, 366.0, 716.0, 18.0], shoonya_0sP2QONTW4AVFL, 5709587]
[paragraph, [68.0, 398.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 416.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 434.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 452.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 470.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 488.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 506.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 524.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 542.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 560.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 578.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 596.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 614.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 632.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 650.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 668.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 686.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 704.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 722.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 740.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 758.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 776.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [68.0, 794.0, 718.0, 18.0], shoonya_1sFPZX5JFX5D78, 5709587]
[paragraph, [69.0, 832.0, 721.0, 18.0], shoonya_2sI1JGMOOJQT41, 5709587]
[paragraph, [69.0, 850.0, 721.0, 18.0], shoonya_2sI1JGMOOJQT41, 5709587]
[paragraph, [69.0, 868.0, 721.0, 18.0], shoonya_2sI1JGMOOJQT41, 5709587]
