[2339, 1653]
[paragraph, [323.0, 162.0, 1142.0, 36.0], shoonya_3s9VSC2SOZW03H, 5734085]
[paragraph, [323.0, 198.0, 1142.0, 36.0], shoonya_3s9VSC2SOZW03H, 5734085]
[paragraph, [323.0, 234.0, 1142.0, 36.0], shoonya_3s9VSC2SOZW03H, 5734085]
[paragraph, [327.0, 277.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 313.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 349.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 385.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 421.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 457.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 493.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 529.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 565.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 601.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 637.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 673.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 709.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 745.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 781.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 817.0, 1136.0, 36.0], shoonya_2sQM1U5JFFRAZ1, 5734085]
[paragraph, [327.0, 889.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 925.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 961.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 997.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1033.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1069.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1105.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1141.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1177.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1213.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1249.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1285.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1321.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1357.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1393.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1429.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1465.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1501.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1537.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1573.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1609.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1645.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1681.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1717.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1753.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [327.0, 1789.0, 1134.0, 36.0], shoonya_0sHVHGROHI7KGF, 5734085]
[paragraph, [325.0, 1832.0, 1137.0, 36.0], shoonya_1sIJFGBZPAEWON, 5734085]
[paragraph, [325.0, 1868.0, 1137.0, 36.0], shoonya_1sIJFGBZPAEWON, 5734085]
[paragraph, [325.0, 1904.0, 1137.0, 36.0], shoonya_1sIJFGBZPAEWON, 5734085]
[paragraph, [325.0, 1940.0, 1137.0, 36.0], shoonya_1sIJFGBZPAEWON, 5734085]
[paragraph, [325.0, 1976.0, 1137.0, 36.0], shoonya_1sIJFGBZPAEWON, 5734085]
[paragraph, [325.0, 2012.0, 1137.0, 36.0], shoonya_1sIJFGBZPAEWON, 5734085]
[paragraph, [325.0, 2048.0, 1137.0, 36.0], shoonya_1sIJFGBZPAEWON, 5734085]
[folio, [1121.0, 2158.0, 268.0, 36.0], shoonya_5s20QURPDR2NC0, 5734085]
