[870, 612]
[headline, [196.0, 120.0, 182.0, 25.5], shoonya_2sGMK7HFGR4XH4, 6460348]
[jumpline, [214.0, 171.0, 130.0, 18.0], 3oTuLbanI0, 6460348]
[paragraph, [59.0, 248.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 266.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 284.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 302.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 320.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 338.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 356.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 374.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 392.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 410.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 428.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 446.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 464.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 482.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 500.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 518.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 536.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 554.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 572.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 590.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 608.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 626.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 644.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 662.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 680.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 698.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 716.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 734.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 752.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 770.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[paragraph, [59.0, 788.0, 454.0, 18.0], shoonya_0s9EERNKS9PWRU, 6460348]
[folio, [102.0, 810.0, 70.0, 18.0], shoonya_3sIZ1HM3L8R6OW, 6460348]
