[1241, 1241]
[section-title, [108.0, 754.0, 159.0, 30.0], a-vguRI_wW, 5726165]
[section-title, [627.0, 756.0, 356.0, 30.0], rAiBgwnj7s, 5726165]
[paragraph, [624.0, 808.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 826.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 844.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 862.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 880.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 898.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 916.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 934.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 952.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 970.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 988.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 1006.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 1024.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [624.0, 1042.0, 501.0, 18.0], shoonya_0s35G340XMYOLX, 5726165]
[paragraph, [110.0, 810.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 828.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 846.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 864.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 882.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 900.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 918.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 936.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 954.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 972.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 990.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 1008.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 1026.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 1044.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[paragraph, [110.0, 1062.0, 506.0, 18.0], LrfgoCaDEB, 5726165]
[folio, [901.0, 1143.0, 167.0, 18.0], 713rDGGqtZ, 5726165]
[folio, [901.0, 1161.0, 167.0, 18.0], 713rDGGqtZ, 5726165]
