[2200, 1700]
[paragraph, [297.0, 61.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 97.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 133.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 169.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 205.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 241.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 277.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 313.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 349.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 385.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 421.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 457.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 493.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 529.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 565.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 601.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 637.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 673.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 709.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 745.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 781.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 817.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 853.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 889.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [297.0, 925.0, 1109.0, 36.0], shoonya_1sL9HUS7X2T1NA, 5730609]
[paragraph, [302.0, 977.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1013.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1049.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1085.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1121.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1157.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1193.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1229.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1265.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1301.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1337.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1373.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [302.0, 1409.0, 1096.0, 36.0], shoonya_0sG5CQVKKRYQQ9, 5730609]
[paragraph, [293.0, 1489.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1525.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1561.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1597.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1633.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1669.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1705.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1741.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1777.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1813.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1849.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[paragraph, [293.0, 1885.0, 1096.0, 36.0], shoonya_2sULESMM7ID3N2, 5730609]
[folio, [297.0, 2013.0, 371.0, 36.0], yNWuxCCtVb, 5730609]
