[3968, 2806]
[headline, [213.0, 185.0, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[headline, [213.0, 237.5, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[headline, [213.0, 290.0, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[headline, [213.0, 342.5, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[headline, [213.0, 395.0, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[headline, [213.0, 447.5, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[headline, [213.0, 500.0, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[headline, [213.0, 552.5, 2302.0, 52.5], shoonya_0sC56ULH1DTUHI, 5683499]
[author, [1025.0, 2061.0, 742.0, 52.5], shoonya_6sI8H2R4B4CEN8, 5683499]
[author, [1025.0, 2113.5, 742.0, 52.5], shoonya_6sI8H2R4B4CEN8, 5683499]
[author, [1025.0, 2166.0, 742.0, 52.5], shoonya_6sI8H2R4B4CEN8, 5683499]
[quote, [201.0, 2558.0, 1150.0, 52.5], shoonya_7s1CG425WRN82A, 5683499]
[quote, [201.0, 2610.5, 1150.0, 52.5], shoonya_7s1CG425WRN82A, 5683499]
[quote, [201.0, 2663.0, 1150.0, 52.5], shoonya_7s1CG425WRN82A, 5683499]
[quote, [201.0, 2715.5, 1150.0, 52.5], shoonya_7s1CG425WRN82A, 5683499]
[quote, [201.0, 2768.0, 1150.0, 52.5], shoonya_7s1CG425WRN82A, 5683499]
[quote, [201.0, 2820.5, 1150.0, 52.5], shoonya_7s1CG425WRN82A, 5683499]
[quote, [201.0, 2873.0, 1150.0, 52.5], shoonya_7s1CG425WRN82A, 5683499]
[paragraph, [1371.0, 2599.0, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 2651.5, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 2704.0, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 2756.5, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 2809.0, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 2861.5, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 2914.0, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 2966.5, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 3019.0, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 3071.5, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 3124.0, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[paragraph, [1371.0, 3176.5, 1262.0, 52.5], v5aVjoEYaL, 5683499]
[author, [870.0, 2979.0, 456.0, 52.5], shoonya_8sOPT17H5S8F2J, 5683499]
[author, [870.0, 3031.5, 456.0, 52.5], shoonya_8sOPT17H5S8F2J, 5683499]
[paragraph, [151.0, 3138.0, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3190.5, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3243.0, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3295.5, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3348.0, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3400.5, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3453.0, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3505.5, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3558.0, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3610.5, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [151.0, 3663.0, 1192.0, 52.5], shoonya_9sZK5XLI9M21L7, 5683499]
[paragraph, [1381.0, 3332.0, 1241.0, 52.5], Da66DGMRy6, 5683499]
[paragraph, [1381.0, 3384.5, 1241.0, 52.5], Da66DGMRy6, 5683499]
[paragraph, [1381.0, 3437.0, 1241.0, 52.5], Da66DGMRy6, 5683499]
[paragraph, [1381.0, 3489.5, 1241.0, 52.5], Da66DGMRy6, 5683499]
[paragraph, [1381.0, 3542.0, 1241.0, 52.5], Da66DGMRy6, 5683499]
[paragraph, [1381.0, 3594.5, 1241.0, 52.5], Da66DGMRy6, 5683499]
[paragraph, [1381.0, 3647.0, 1241.0, 52.5], Da66DGMRy6, 5683499]
[folio, [276.0, 3823.0, 684.0, 52.5], w8WWZH2KAh, 5683499]
