[2339, 1653]
[folio, [708.0, 250.0, 225.0, 36.0], tX_PJuS3DN, 5687064]
[section-title, [465.0, 319.0, 715.0, 52.5], shoonya_3s7D1VWJ94P57Q, 5687064]
[paragraph, [249.0, 530.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 566.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 602.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 638.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 674.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 710.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 746.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 782.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 818.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 854.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 890.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 926.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 962.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 998.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1034.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1070.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1106.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1142.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1178.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1214.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1250.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1286.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1322.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1358.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1394.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1430.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1466.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1502.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1538.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1574.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1610.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[paragraph, [249.0, 1646.0, 1153.0, 36.0], shoonya_0s50VK1E9EM74G, 5687064]
[sub-section-title, [250.0, 1785.0, 822.0, 55.5], za4Z_SYfhL, 5687064]
[paragraph, [245.0, 1857.0, 1157.0, 36.0], shoonya_1sTBT9MWE2KB3U, 5687064]
[paragraph, [245.0, 1893.0, 1157.0, 36.0], shoonya_1sTBT9MWE2KB3U, 5687064]
[paragraph, [245.0, 1929.0, 1157.0, 36.0], shoonya_1sTBT9MWE2KB3U, 5687064]
[paragraph, [245.0, 1965.0, 1157.0, 36.0], shoonya_1sTBT9MWE2KB3U, 5687064]
[paragraph, [245.0, 2001.0, 1157.0, 36.0], shoonya_1sTBT9MWE2KB3U, 5687064]
[paragraph, [245.0, 2037.0, 1157.0, 36.0], shoonya_1sTBT9MWE2KB3U, 5687064]
[paragraph, [245.0, 2073.0, 1157.0, 36.0], shoonya_1sTBT9MWE2KB3U, 5687064]
