[1818, 1374]
[folio, [484.0, 104.0, 411.0, 36.0], shoonya_1s6Y3BFQ654360, 5682197]
[paragraph, [115.0, 180.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 216.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 252.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 288.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 324.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 360.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 396.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 432.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 468.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 504.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 540.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 576.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 612.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 648.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 684.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 720.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 756.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 792.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 828.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 864.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [115.0, 900.0, 566.0, 36.0], -pftEdx6NX, 5682197]
[paragraph, [699.0, 181.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 217.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 253.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 289.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 325.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 361.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 397.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 433.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 469.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 505.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 541.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 577.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 613.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 649.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 685.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 721.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 757.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 793.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 829.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 865.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 901.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 937.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 973.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1009.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1045.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1081.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1117.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1153.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1189.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1225.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1261.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1297.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1333.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1369.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1405.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1441.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1477.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1513.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1549.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1585.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1621.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [699.0, 1657.0, 570.0, 36.0], yFObTI4o6T, 5682197]
[paragraph, [115.0, 956.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [115.0, 992.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [115.0, 1028.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [115.0, 1064.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [115.0, 1100.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [115.0, 1136.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [115.0, 1172.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [115.0, 1208.0, 570.0, 36.0], 83MQMlrK9i, 5682197]
[paragraph, [120.0, 1414.0, 565.0, 36.0], urpESNwKFz, 5682197]
[paragraph, [120.0, 1450.0, 565.0, 36.0], urpESNwKFz, 5682197]
