[1565, 1152]
[headline, [633.0, 171.0, 448.0, 37.5], 8Qxm1_t1s5, 5722228]
[figure-caption, [99.0, 287.0, 493.0, 36.0], shoonya_3sXU98RX6ZJXCO, 5722228]
[paragraph, [88.0, 366.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 402.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 438.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 474.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 510.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 546.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 582.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 618.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 654.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 690.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 726.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 762.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 798.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 834.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 870.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 906.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 942.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 978.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1014.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1050.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1086.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1122.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1158.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1194.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1230.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1266.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1302.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1338.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
[paragraph, [88.0, 1374.0, 517.0, 36.0], shoonya_0sURLAMP35CYS9, 5722228]
