[842, 596]
[section-title, [264.0, 226.0, 70.0, 30.0], X0aALwfTXx, 5744857]
[section-title, [264.0, 256.0, 70.0, 30.0], X0aALwfTXx, 5744857]
[sub-section-title, [158.0, 300.0, 290.0, 25.5], WTFn69DMf_, 5744857]
[paragraph, [50.0, 342.0, 288.0, 18.0], omdheot2gL, 5744857]
[paragraph, [50.0, 360.0, 288.0, 18.0], omdheot2gL, 5744857]
[paragraph, [50.0, 378.0, 288.0, 18.0], omdheot2gL, 5744857]
[paragraph, [50.0, 396.0, 288.0, 18.0], omdheot2gL, 5744857]
[paragraph, [50.0, 414.0, 288.0, 18.0], omdheot2gL, 5744857]
[paragraph, [50.0, 432.0, 288.0, 18.0], omdheot2gL, 5744857]
[paragraph, [48.0, 477.0, 296.0, 18.0], NHjwDVLc9g, 5744857]
[paragraph, [48.0, 495.0, 296.0, 18.0], NHjwDVLc9g, 5744857]
[paragraph, [48.0, 513.0, 296.0, 18.0], NHjwDVLc9g, 5744857]
[paragraph, [48.0, 531.0, 296.0, 18.0], NHjwDVLc9g, 5744857]
[paragraph, [48.0, 549.0, 296.0, 18.0], NHjwDVLc9g, 5744857]
[paragraph, [46.0, 604.0, 294.0, 18.0], shoonya_5sECJZ27JGJI1X, 5744857]
[paragraph, [46.0, 622.0, 294.0, 18.0], shoonya_5sECJZ27JGJI1X, 5744857]
[paragraph, [46.0, 640.0, 294.0, 18.0], shoonya_5sECJZ27JGJI1X, 5744857]
[paragraph, [48.0, 685.0, 295.0, 18.0], shoonya_3s0OUG5GGRM0WB, 5744857]
[paragraph, [48.0, 703.0, 295.0, 18.0], shoonya_3s0OUG5GGRM0WB, 5744857]
[paragraph, [48.0, 721.0, 295.0, 18.0], shoonya_3s0OUG5GGRM0WB, 5744857]
[paragraph, [48.0, 739.0, 295.0, 18.0], shoonya_3s0OUG5GGRM0WB, 5744857]
[paragraph, [48.0, 757.0, 295.0, 18.0], shoonya_3s0OUG5GGRM0WB, 5744857]
