[2000, 1414]
[sidebar, [50.0, 68.0, 648.0, 36.0], shoonya_3sKXREAH8NLAXZ, 6533652]
[sidebar, [50.0, 104.0, 648.0, 36.0], shoonya_3sKXREAH8NLAXZ, 6533652]
[sidebar, [50.0, 140.0, 648.0, 36.0], shoonya_3sKXREAH8NLAXZ, 6533652]
[sidebar, [50.0, 176.0, 648.0, 36.0], shoonya_3sKXREAH8NLAXZ, 6533652]
[sidebar, [50.0, 212.0, 648.0, 36.0], shoonya_3sKXREAH8NLAXZ, 6533652]
[sidebar, [50.0, 248.0, 648.0, 36.0], shoonya_3sKXREAH8NLAXZ, 6533652]
[paragraph, [371.0, 638.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [371.0, 674.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [371.0, 710.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [371.0, 746.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [371.0, 782.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [371.0, 818.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [371.0, 854.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [371.0, 890.0, 324.0, 36.0], shoonya_7s380HKTM3FSMG, 6533652]
[paragraph, [62.0, 856.0, 303.0, 36.0], shoonya_1sL6PILAJNXNRK, 6533652]
[paragraph, [62.0, 892.0, 303.0, 36.0], shoonya_1sL6PILAJNXNRK, 6533652]
[paragraph, [62.0, 928.0, 303.0, 36.0], shoonya_1sL6PILAJNXNRK, 6533652]
[paragraph, [62.0, 964.0, 303.0, 36.0], shoonya_1sL6PILAJNXNRK, 6533652]
[paragraph, [62.0, 1000.0, 303.0, 36.0], shoonya_1sL6PILAJNXNRK, 6533652]
[paragraph, [62.0, 1036.0, 303.0, 36.0], shoonya_1sL6PILAJNXNRK, 6533652]
[paragraph, [62.0, 1072.0, 303.0, 36.0], shoonya_1sL6PILAJNXNRK, 6533652]
[paragraph, [391.0, 1061.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1097.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1133.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1169.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1205.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1241.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1277.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1313.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [391.0, 1349.0, 308.0, 36.0], shoonya_5sH7NDZDN914I0, 6533652]
[paragraph, [65.0, 1307.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [65.0, 1343.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [65.0, 1379.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [65.0, 1415.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [65.0, 1451.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [65.0, 1487.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [65.0, 1523.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [65.0, 1559.0, 297.0, 36.0], shoonya_4sXPOGYCAOOBJ5, 6533652]
[paragraph, [384.0, 1515.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [384.0, 1551.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [384.0, 1587.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [384.0, 1623.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [384.0, 1659.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [384.0, 1695.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [384.0, 1731.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [384.0, 1767.0, 307.0, 36.0], shoonya_6s42VB09GCKHFT, 6533652]
[paragraph, [1028.0, 1548.0, 316.0, 36.0], jBfOqMOmIL, 6533652]
[paragraph, [1028.0, 1584.0, 316.0, 36.0], jBfOqMOmIL, 6533652]
[paragraph, [1028.0, 1620.0, 316.0, 36.0], jBfOqMOmIL, 6533652]
[paragraph, [1028.0, 1656.0, 316.0, 36.0], jBfOqMOmIL, 6533652]
[paragraph, [1028.0, 1692.0, 316.0, 36.0], jBfOqMOmIL, 6533652]
[paragraph, [1028.0, 1728.0, 316.0, 36.0], jBfOqMOmIL, 6533652]
[paragraph, [1028.0, 1764.0, 316.0, 36.0], jBfOqMOmIL, 6533652]
[paragraph, [714.0, 1553.0, 300.0, 36.0], tK6nVqq4zp, 6533652]
[paragraph, [714.0, 1589.0, 300.0, 36.0], tK6nVqq4zp, 6533652]
[paragraph, [714.0, 1625.0, 300.0, 36.0], tK6nVqq4zp, 6533652]
[paragraph, [714.0, 1661.0, 300.0, 36.0], tK6nVqq4zp, 6533652]
[paragraph, [714.0, 1697.0, 300.0, 36.0], tK6nVqq4zp, 6533652]
[paragraph, [714.0, 1733.0, 300.0, 36.0], tK6nVqq4zp, 6533652]
[paragraph, [714.0, 1769.0, 300.0, 36.0], tK6nVqq4zp, 6533652]
