[3508, 2481]
[sub-section-title, [217.0, 211.0, 301.0, 73.5], 4Nt_WG07dl, 6491219]
[unordered-list, [286.0, 320.0, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 372.5, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 425.0, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 477.5, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 530.0, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 582.5, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 635.0, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 687.5, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 740.0, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 792.5, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 845.0, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[unordered-list, [286.0, 897.5, 1995.0, 52.5], vcTeYqhxVs, 6491219]
[paragraph, [220.0, 1172.0, 2061.0, 52.5], gMXAgF4PXS, 6491219]
[paragraph, [220.0, 1224.5, 2061.0, 52.5], gMXAgF4PXS, 6491219]
[paragraph, [211.0, 1489.0, 1134.0, 52.5], 1i3xu9NgJQ, 6491219]
[paragraph, [226.0, 1741.0, 2061.0, 52.5], W6-3jnjNIo, 6491219]
[paragraph, [226.0, 1793.5, 2061.0, 52.5], W6-3jnjNIo, 6491219]
[paragraph, [226.0, 1846.0, 2061.0, 52.5], W6-3jnjNIo, 6491219]
[paragraph, [208.0, 2068.0, 1113.0, 52.5], WthO8SdMro, 6491219]
[paragraph, [211.0, 2326.0, 2086.0, 52.5], agj8XD9bTQ, 6491219]
[paragraph, [211.0, 2378.5, 2086.0, 52.5], agj8XD9bTQ, 6491219]
[paragraph, [211.0, 2431.0, 2086.0, 52.5], agj8XD9bTQ, 6491219]
[contact-info, [1775.0, 2798.0, 516.0, 52.5], bWRt1ln1os, 6491219]
[contact-info, [1775.0, 2850.5, 516.0, 52.5], bWRt1ln1os, 6491219]
[contact-info, [963.0, 3299.0, 562.0, 52.5], rOwDNbnO_6, 6491219]
