[1447, 1063]
[folio, [426.0, 54.0, 211.0, 18.0], yKHNpmHByf, 5763065]
[headline, [99.0, 101.0, 862.0, 25.5], shoonya_2sXGH79A3KM0KR, 5763065]
[unordered-list, [536.0, 156.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 174.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 192.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 210.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 228.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 246.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 264.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 282.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 300.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 318.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 336.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 354.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 372.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 390.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 408.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 426.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 444.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 462.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 480.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 498.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 516.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 534.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 552.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 570.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 588.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 606.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 624.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 642.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 660.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 678.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 696.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 714.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 732.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 750.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[unordered-list, [536.0, 768.0, 435.0, 18.0], bEZQnBCw01, 5763065]
[paragraph, [92.0, 159.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 177.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 195.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 213.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 231.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 249.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 267.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 285.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 303.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 321.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 339.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [92.0, 357.0, 430.0, 18.0], s6ZoI2m1y1, 5763065]
[paragraph, [90.0, 390.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 408.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 426.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 444.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 462.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 480.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 498.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 516.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 534.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 552.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 570.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 588.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 606.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 624.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[paragraph, [90.0, 642.0, 432.0, 18.0], cVwYvVU5VT, 5763065]
[section-title, [92.0, 672.0, 257.0, 30.0], c77OpJBRLG, 5763065]
[paragraph, [92.0, 711.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
[paragraph, [92.0, 729.0, 430.0, 18.0], 0ogYJ-sktZ, 5763065]
