[2339, 1653]
[paragraph, [386.0, 195.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 231.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 267.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 303.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 339.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 375.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 411.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 447.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 483.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 519.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 555.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [386.0, 591.0, 1080.0, 36.0], shoonya_1sGG5LIGKJNMQN, 5734096]
[paragraph, [490.0, 664.0, 276.0, 36.0], shoonya_5sPTSDN8ESZ0BQ, 5734096]
[paragraph, [386.0, 723.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 759.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 795.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 831.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 867.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 903.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 939.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 975.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 1011.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 1047.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 1083.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [386.0, 1119.0, 1079.0, 36.0], shoonya_2sP35179I80VJN, 5734096]
[paragraph, [391.0, 1193.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1229.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1265.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1301.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1337.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1373.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1409.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1445.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [391.0, 1481.0, 1074.0, 36.0], shoonya_3sU30A3PO7PXNH, 5734096]
[paragraph, [389.0, 1542.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1578.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1614.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1650.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1686.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1722.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1758.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1794.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1830.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1866.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1902.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [389.0, 1938.0, 1072.0, 36.0], shoonya_0sUJF1AWJCLS31, 5734096]
[paragraph, [392.0, 2005.0, 1068.0, 36.0], shoonya_4s2ISG8XNELSAU, 5734096]
[paragraph, [392.0, 2041.0, 1068.0, 36.0], shoonya_4s2ISG8XNELSAU, 5734096]
[paragraph, [392.0, 2077.0, 1068.0, 36.0], shoonya_4s2ISG8XNELSAU, 5734096]
[folio, [1126.0, 2182.0, 272.0, 36.0], g0Jz5Hyg7B, 5734096]
