[2027, 1439]
[paragraph, [173.0, 256.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 292.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 328.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 364.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 400.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 436.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 472.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 508.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 544.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 580.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 616.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 652.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 688.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 724.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 760.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 796.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 832.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 868.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 904.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 940.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [173.0, 976.0, 1082.0, 36.0], shoonya_0sT5JKYBJH4C05, 5651062]
[paragraph, [169.0, 1084.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1120.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1156.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1192.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1228.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1264.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1300.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1336.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [169.0, 1372.0, 1085.0, 36.0], shoonya_1sTZ2900H4LENU, 5651062]
[paragraph, [163.0, 1440.0, 1093.0, 36.0], LnWFV1N7eM, 5651062]
[paragraph, [163.0, 1476.0, 1093.0, 36.0], LnWFV1N7eM, 5651062]
[paragraph, [163.0, 1512.0, 1093.0, 36.0], LnWFV1N7eM, 5651062]
[paragraph, [163.0, 1548.0, 1093.0, 36.0], LnWFV1N7eM, 5651062]
[paragraph, [172.0, 1606.0, 1089.0, 36.0], shoonya_4sQ0MYQFWHPUYW, 5651062]
[paragraph, [172.0, 1642.0, 1089.0, 36.0], shoonya_4sQ0MYQFWHPUYW, 5651062]
[paragraph, [172.0, 1678.0, 1089.0, 36.0], shoonya_4sQ0MYQFWHPUYW, 5651062]
[paragraph, [172.0, 1714.0, 1089.0, 36.0], shoonya_4sQ0MYQFWHPUYW, 5651062]
[paragraph, [172.0, 1750.0, 1089.0, 36.0], shoonya_4sQ0MYQFWHPUYW, 5651062]
