[2339, 1654]
[folio, [100.0, 57.0, 502.0, 36.0], shoonya_0s07NF84KOS7BW, 5750644]
[paragraph, [248.0, 113.0, 1159.0, 36.0], shoonya_4sY8OOV070F84S, 5750644]
[paragraph, [248.0, 149.0, 1159.0, 36.0], shoonya_4sY8OOV070F84S, 5750644]
[paragraph, [248.0, 185.0, 1159.0, 36.0], shoonya_4sY8OOV070F84S, 5750644]
[paragraph, [248.0, 221.0, 1159.0, 36.0], shoonya_4sY8OOV070F84S, 5750644]
[paragraph, [248.0, 257.0, 1159.0, 36.0], shoonya_4sY8OOV070F84S, 5750644]
[paragraph, [248.0, 293.0, 1159.0, 36.0], shoonya_4sY8OOV070F84S, 5750644]
[paragraph, [248.0, 329.0, 1159.0, 36.0], shoonya_4sY8OOV070F84S, 5750644]
[reference, [985.0, 383.0, 407.0, 36.0], shoonya_1s6HRC2RP468BB, 5750644]
[paragraph, [93.0, 439.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 475.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 511.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 547.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 583.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 619.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 655.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 691.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 727.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 763.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 799.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 835.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 871.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 907.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 943.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 979.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 1015.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 1051.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 1087.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [93.0, 1123.0, 1494.0, 36.0], EFvlU-4oih, 5750644]
[paragraph, [119.0, 1155.0, 1470.0, 36.0], shoonya_2sBATOI2CAM0WH, 5750644]
[paragraph, [119.0, 1191.0, 1470.0, 36.0], shoonya_2sBATOI2CAM0WH, 5750644]
[paragraph, [119.0, 1227.0, 1470.0, 36.0], shoonya_2sBATOI2CAM0WH, 5750644]
[paragraph, [119.0, 1263.0, 1470.0, 36.0], shoonya_2sBATOI2CAM0WH, 5750644]
[paragraph, [119.0, 1299.0, 1470.0, 36.0], shoonya_2sBATOI2CAM0WH, 5750644]
[paragraph, [119.0, 1335.0, 1470.0, 36.0], shoonya_2sBATOI2CAM0WH, 5750644]
[paragraph, [119.0, 1371.0, 1470.0, 36.0], shoonya_2sBATOI2CAM0WH, 5750644]
[paragraph, [238.0, 1410.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1446.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1482.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1518.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1554.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1590.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1626.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1662.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [238.0, 1698.0, 1185.0, 36.0], oiASWvTgkv, 5750644]
[paragraph, [113.0, 1821.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 1857.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 1893.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 1929.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 1965.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 2001.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 2037.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 2073.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 2109.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
[paragraph, [113.0, 2145.0, 1459.0, 36.0], shoonya_3sDSHF1LXVJ3L9, 5750644]
