[1350, 900]
[folio, [180.0, 188.0, 204.0, 18.0], 1T3S10ejY1, 5760493]
[section-title, [156.0, 236.0, 254.0, 30.0], nkbSjrqz_h, 5760493]
[paragraph, [157.0, 282.0, 564.0, 18.0], shoonya_1sQML0FSG6WTZA, 5760493]
[paragraph, [157.0, 300.0, 564.0, 18.0], shoonya_1sQML0FSG6WTZA, 5760493]
[paragraph, [157.0, 318.0, 564.0, 18.0], shoonya_1sQML0FSG6WTZA, 5760493]
[paragraph, [157.0, 336.0, 564.0, 18.0], shoonya_1sQML0FSG6WTZA, 5760493]
[paragraph, [154.0, 379.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [154.0, 397.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [154.0, 415.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [154.0, 433.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [154.0, 451.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [154.0, 469.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [154.0, 487.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [154.0, 505.0, 563.0, 18.0], KXr7qoUgz2, 5760493]
[paragraph, [156.0, 534.0, 561.0, 18.0], vDhV1JSeB-, 5760493]
[paragraph, [156.0, 552.0, 561.0, 18.0], vDhV1JSeB-, 5760493]
[paragraph, [156.0, 570.0, 561.0, 18.0], vDhV1JSeB-, 5760493]
[paragraph, [156.0, 588.0, 561.0, 18.0], vDhV1JSeB-, 5760493]
[paragraph, [155.0, 624.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 642.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 660.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 678.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 696.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 714.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 732.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 750.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [155.0, 768.0, 562.0, 18.0], jT1mbJ7wG9, 5760493]
[paragraph, [154.0, 797.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [154.0, 815.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [154.0, 833.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [154.0, 851.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [154.0, 869.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [154.0, 887.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [154.0, 905.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [154.0, 923.0, 560.0, 18.0], 5m00ryVFad, 5760493]
[paragraph, [149.0, 968.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 986.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 1004.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 1022.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 1040.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 1058.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 1076.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 1094.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
[paragraph, [149.0, 1112.0, 564.0, 18.0], ToJDe0qNsm, 5760493]
