[1296, 864]
[chapter-title, [436.0, 25.0, 344.0, 30.0], NECNBU-aLK, 5656280]
[chapter-title, [436.0, 55.0, 344.0, 30.0], NECNBU-aLK, 5656280]
[section-title, [407.0, 100.0, 400.0, 30.0], jdRT2JQe6T, 5656280]
[section-title, [407.0, 130.0, 400.0, 30.0], jdRT2JQe6T, 5656280]
[section-title, [407.0, 160.0, 400.0, 30.0], jdRT2JQe6T, 5656280]
[sub-section-title, [395.0, 206.0, 425.0, 25.5], j5btb0VMkc, 5656280]
[sub-section-title, [395.0, 231.5, 425.0, 25.5], j5btb0VMkc, 5656280]
[section-title, [25.0, 301.0, 153.0, 30.0], shoonya_9sGXL8L4CG9IP2, 5656280]
[unordered-list, [0.0, 340.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 358.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 376.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 394.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 412.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 430.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 448.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 466.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 484.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [0.0, 502.0, 609.0, 18.0], shoonya_12sURRN94S37YC, 5656280]
[unordered-list, [7.0, 531.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 549.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 567.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 585.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 603.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 621.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 639.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 657.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 675.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 693.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 711.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 729.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 747.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 765.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 783.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 801.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 819.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 837.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 855.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 873.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 891.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [7.0, 909.0, 848.0, 18.0], Taf7drCyGu, 5656280]
[unordered-list, [9.0, 949.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 967.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 985.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1003.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1021.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1039.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1057.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1075.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1093.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1111.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[unordered-list, [9.0, 1129.0, 461.0, 18.0], jFLReb_CVp, 5656280]
[folio, [33.0, 1196.0, 438.0, 18.0], shoonya_2sT8OJ38GRQBP7, 5656280]
[folio, [323.0, 1229.0, 97.0, 18.0], Ln-QBNHdxk, 5656280]
[folio, [323.0, 1247.0, 97.0, 18.0], Ln-QBNHdxk, 5656280]
