[1625, 1211]
[headline, [205.0, 93.0, 781.0, 37.5], neponLZhF9, 5742274]
[paragraph, [432.0, 160.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 196.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 232.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 268.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 304.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 340.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 376.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 412.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 448.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 484.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 520.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 556.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 592.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 628.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 664.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [432.0, 700.0, 346.0, 36.0], aNRYeQqWat, 5742274]
[paragraph, [78.0, 166.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 202.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 238.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 274.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 310.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 346.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 382.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 418.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 454.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 490.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 526.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 562.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 598.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 634.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 670.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 706.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 742.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 778.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 814.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 850.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 886.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 922.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 958.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 994.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1030.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1066.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1102.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1138.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1174.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1210.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1246.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1282.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1318.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1354.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1390.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [78.0, 1426.0, 338.0, 36.0], shoonya_0sGRCJN3CQSLC8, 5742274]
[paragraph, [787.0, 166.0, 344.0, 36.0], 7sbYXMtU2I, 5742274]
[paragraph, [787.0, 202.0, 344.0, 36.0], 7sbYXMtU2I, 5742274]
[paragraph, [787.0, 238.0, 344.0, 36.0], 7sbYXMtU2I, 5742274]
[paragraph, [787.0, 274.0, 344.0, 36.0], 7sbYXMtU2I, 5742274]
[paragraph, [787.0, 310.0, 344.0, 36.0], 7sbYXMtU2I, 5742274]
[paragraph, [787.0, 346.0, 344.0, 36.0], 7sbYXMtU2I, 5742274]
[paragraph, [790.0, 402.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 438.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 474.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 510.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 546.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 582.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 618.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 654.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 690.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 726.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 762.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 798.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 834.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 870.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 906.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 942.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 978.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[paragraph, [790.0, 1014.0, 359.0, 36.0], wbEg3zn2R7, 5742274]
[author, [432.0, 751.0, 348.0, 36.0], A4ykrisPr-, 5742274]
[paragraph, [426.0, 807.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [426.0, 843.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [426.0, 879.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [426.0, 915.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [426.0, 951.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [426.0, 987.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [426.0, 1023.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [426.0, 1059.0, 355.0, 36.0], -RNU-liSB4, 5742274]
[paragraph, [790.0, 1074.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1110.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1146.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1182.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1218.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1254.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1290.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1326.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1362.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1398.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [790.0, 1434.0, 349.0, 36.0], 0AWWGjYJke, 5742274]
[paragraph, [424.0, 1129.0, 358.0, 36.0], eZxhUkVJD2, 5742274]
[paragraph, [424.0, 1165.0, 358.0, 36.0], eZxhUkVJD2, 5742274]
[paragraph, [424.0, 1201.0, 358.0, 36.0], eZxhUkVJD2, 5742274]
[paragraph, [424.0, 1237.0, 358.0, 36.0], eZxhUkVJD2, 5742274]
[paragraph, [424.0, 1273.0, 358.0, 36.0], eZxhUkVJD2, 5742274]
