[2339, 1653]
[paragraph, [386.0, 197.0, 1080.0, 36.0], shoonya_1sANATI8JZOY5A, 5734175]
[paragraph, [386.0, 233.0, 1080.0, 36.0], shoonya_1sANATI8JZOY5A, 5734175]
[paragraph, [386.0, 269.0, 1080.0, 36.0], shoonya_1sANATI8JZOY5A, 5734175]
[paragraph, [386.0, 305.0, 1080.0, 36.0], shoonya_1sANATI8JZOY5A, 5734175]
[paragraph, [386.0, 341.0, 1080.0, 36.0], shoonya_1sANATI8JZOY5A, 5734175]
[paragraph, [386.0, 377.0, 1080.0, 36.0], shoonya_1sANATI8JZOY5A, 5734175]
[paragraph, [386.0, 413.0, 1080.0, 36.0], shoonya_1sANATI8JZOY5A, 5734175]
[paragraph, [388.0, 495.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 531.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 567.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 603.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 639.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 675.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 711.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 747.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 783.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [388.0, 819.0, 1073.0, 36.0], shoonya_2sIXUSXJ221O9B, 5734175]
[paragraph, [392.0, 895.0, 1074.0, 36.0], shoonya_7sLF07JP2KHM0W, 5734175]
[paragraph, [392.0, 931.0, 1074.0, 36.0], shoonya_7sLF07JP2KHM0W, 5734175]
[paragraph, [392.0, 967.0, 1074.0, 36.0], shoonya_7sLF07JP2KHM0W, 5734175]
[paragraph, [392.0, 1003.0, 1074.0, 36.0], shoonya_7sLF07JP2KHM0W, 5734175]
[paragraph, [390.0, 1077.0, 1071.0, 36.0], shoonya_4sOQFFQMI3YJFB, 5734175]
[paragraph, [390.0, 1113.0, 1071.0, 36.0], shoonya_4sOQFFQMI3YJFB, 5734175]
[paragraph, [390.0, 1149.0, 1071.0, 36.0], shoonya_4sOQFFQMI3YJFB, 5734175]
[paragraph, [390.0, 1185.0, 1071.0, 36.0], shoonya_4sOQFFQMI3YJFB, 5734175]
[paragraph, [390.0, 1247.0, 1072.0, 36.0], shoonya_3sH2KNIFFDBOV9, 5734175]
[paragraph, [390.0, 1283.0, 1072.0, 36.0], shoonya_3sH2KNIFFDBOV9, 5734175]
[paragraph, [390.0, 1319.0, 1072.0, 36.0], shoonya_3sH2KNIFFDBOV9, 5734175]
[paragraph, [390.0, 1355.0, 1072.0, 36.0], shoonya_3sH2KNIFFDBOV9, 5734175]
[paragraph, [388.0, 1422.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1458.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1494.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1530.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1566.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1602.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1638.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1674.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1710.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1746.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1782.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1818.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1854.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1890.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1926.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1962.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 1998.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 2034.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[paragraph, [388.0, 2070.0, 1070.0, 36.0], shoonya_0sYX93H5TOX42G, 5734175]
[folio, [1113.0, 2184.0, 266.0, 36.0], shoonya_6s89CYDZRON4IC, 5734175]
