[2339, 1653]
[section-title, [225.0, 119.0, 1200.0, 52.5], i3h9HwRiPw, 5660211]
[ordered-list, [204.0, 229.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 265.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 301.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 337.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 373.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 409.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 445.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 481.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 517.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 553.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 589.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 625.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 661.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 697.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 733.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 769.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 805.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 841.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 877.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 913.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 949.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 985.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1021.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1057.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1093.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1129.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1165.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1201.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1237.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1273.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1309.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1345.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1381.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1417.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1453.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[ordered-list, [204.0, 1489.0, 1239.0, 36.0], shoonya_0sI7Q8P8KROHLP, 5660211]
[paragraph, [202.0, 1553.0, 1241.0, 36.0], bAyvfTAKTq, 5660211]
[paragraph, [202.0, 1589.0, 1241.0, 36.0], bAyvfTAKTq, 5660211]
[paragraph, [202.0, 1625.0, 1241.0, 36.0], bAyvfTAKTq, 5660211]
[paragraph, [202.0, 1661.0, 1241.0, 36.0], bAyvfTAKTq, 5660211]
[paragraph, [202.0, 1697.0, 1241.0, 36.0], bAyvfTAKTq, 5660211]
[paragraph, [202.0, 1733.0, 1241.0, 36.0], bAyvfTAKTq, 5660211]
[paragraph, [204.0, 1786.0, 1243.0, 36.0], zsGxfcB3HX, 5660211]
[paragraph, [204.0, 1822.0, 1243.0, 36.0], zsGxfcB3HX, 5660211]
[paragraph, [204.0, 1858.0, 1243.0, 36.0], zsGxfcB3HX, 5660211]
