[2053, 1477]
[paragraph, [232.0, 151.0, 1104.0, 36.0], WsxHyD9Lu2, 5651036]
[paragraph, [232.0, 187.0, 1104.0, 36.0], WsxHyD9Lu2, 5651036]
[paragraph, [232.0, 223.0, 1104.0, 36.0], WsxHyD9Lu2, 5651036]
[paragraph, [232.0, 259.0, 1104.0, 36.0], WsxHyD9Lu2, 5651036]
[paragraph, [232.0, 295.0, 1104.0, 36.0], WsxHyD9Lu2, 5651036]
[paragraph, [232.0, 331.0, 1104.0, 36.0], WsxHyD9Lu2, 5651036]
[paragraph, [232.0, 367.0, 1104.0, 36.0], WsxHyD9Lu2, 5651036]
[section-title, [265.0, 443.0, 1019.0, 52.5], jlbfBCPsP9, 5651036]
[section-title, [265.0, 495.5, 1019.0, 52.5], jlbfBCPsP9, 5651036]
[paragraph, [230.0, 644.0, 1086.0, 36.0], shoonya_2sOMN8BW0MLK84, 5651036]
[paragraph, [230.0, 680.0, 1086.0, 36.0], shoonya_2sOMN8BW0MLK84, 5651036]
[paragraph, [230.0, 716.0, 1086.0, 36.0], shoonya_2sOMN8BW0MLK84, 5651036]
[paragraph, [230.0, 752.0, 1086.0, 36.0], shoonya_2sOMN8BW0MLK84, 5651036]
[paragraph, [230.0, 788.0, 1086.0, 36.0], shoonya_2sOMN8BW0MLK84, 5651036]
[paragraph, [227.0, 876.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 912.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 948.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 984.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 1020.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 1056.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 1092.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 1128.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 1164.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 1200.0, 1091.0, 36.0], shoonya_1sYC0CD1NT07BN, 5651036]
[paragraph, [227.0, 1409.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1445.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1481.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1517.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1553.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1589.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1625.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1661.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1697.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1733.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1769.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[paragraph, [227.0, 1805.0, 1090.0, 36.0], shoonya_0s8K24BEWM70G0, 5651036]
[footnote, [228.0, 1903.0, 633.0, 36.0], RtOLzCW1g0, 5651036]
