[1492, 1000]
[folio, [414.0, 152.0, 212.0, 18.0], h5XNvg83Nl, 5720021]
[paragraph, [247.0, 204.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 222.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 240.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 258.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 276.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 294.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 312.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 330.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 348.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 366.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 384.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 402.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 420.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 438.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 456.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 474.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 492.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 510.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 528.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 546.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 564.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 582.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 600.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 618.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 636.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 654.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 672.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 690.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 708.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 726.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 744.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 762.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 780.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 798.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 816.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 834.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 852.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 870.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 888.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 906.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 924.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 942.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 960.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 978.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 996.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1014.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1032.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1050.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1068.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1086.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1104.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1122.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1140.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1158.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1176.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1194.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1212.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1230.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1248.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1266.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
[paragraph, [247.0, 1284.0, 572.0, 18.0], 8N-gBV3bxg, 5720021]
