[2339, 1654]
[folio, [1366.0, 66.0, 225.0, 36.0], 9ZkltUYKMj, 5750413]
[paragraph, [148.0, 115.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 151.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 187.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 223.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 259.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 295.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 331.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 367.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 403.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 439.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 475.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 511.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 547.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 583.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 619.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 655.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 691.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 727.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 763.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 799.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 835.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 871.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 907.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 943.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 979.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1015.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1051.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1087.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1123.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1159.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1195.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1231.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1267.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1303.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [148.0, 1339.0, 1457.0, 36.0], j37-9Wk7XI, 5750413]
[paragraph, [156.0, 1404.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1440.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1476.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1512.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1548.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1584.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1620.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1656.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1692.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1728.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1764.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [156.0, 1800.0, 1437.0, 36.0], shoonya_0sQJOFPHR6DCDN, 5750413]
[paragraph, [146.0, 1859.0, 1446.0, 36.0], shoonya_2sLW5GZ0QNTRI6, 5750413]
[paragraph, [146.0, 1895.0, 1446.0, 36.0], shoonya_2sLW5GZ0QNTRI6, 5750413]
[paragraph, [146.0, 1931.0, 1446.0, 36.0], shoonya_2sLW5GZ0QNTRI6, 5750413]
[paragraph, [146.0, 1967.0, 1446.0, 36.0], shoonya_2sLW5GZ0QNTRI6, 5750413]
[paragraph, [146.0, 2003.0, 1446.0, 36.0], shoonya_2sLW5GZ0QNTRI6, 5750413]
[paragraph, [146.0, 2039.0, 1446.0, 36.0], shoonya_2sLW5GZ0QNTRI6, 5750413]
[paragraph, [146.0, 2075.0, 1446.0, 36.0], shoonya_2sLW5GZ0QNTRI6, 5750413]
[reference, [154.0, 2211.0, 425.0, 36.0], shoonya_1sKB9QIIRQU7CF, 5750413]
