[595, 454]
[chapter-title, [216.0, 158.0, 215.0, 30.0], shoonya_2sADIGWGSD79V3, 6459803]
[paragraph, [24.0, 204.0, 199.0, 18.0], shoonya_3sTX3JTGZZGBD4, 6459803]
[paragraph, [24.0, 222.0, 199.0, 18.0], shoonya_3sTX3JTGZZGBD4, 6459803]
[paragraph, [24.0, 240.0, 199.0, 18.0], shoonya_3sTX3JTGZZGBD4, 6459803]
[paragraph, [24.0, 258.0, 199.0, 18.0], shoonya_3sTX3JTGZZGBD4, 6459803]
[paragraph, [24.0, 276.0, 199.0, 18.0], shoonya_3sTX3JTGZZGBD4, 6459803]
[paragraph, [24.0, 294.0, 199.0, 18.0], shoonya_3sTX3JTGZZGBD4, 6459803]
[paragraph, [24.0, 312.0, 199.0, 18.0], shoonya_3sTX3JTGZZGBD4, 6459803]
[paragraph, [223.0, 205.0, 204.0, 18.0], b46mb9ZG0F, 6459803]
[paragraph, [223.0, 223.0, 204.0, 18.0], b46mb9ZG0F, 6459803]
[paragraph, [223.0, 241.0, 204.0, 18.0], b46mb9ZG0F, 6459803]
[paragraph, [223.0, 259.0, 204.0, 18.0], b46mb9ZG0F, 6459803]
[paragraph, [223.0, 277.0, 204.0, 18.0], b46mb9ZG0F, 6459803]
[paragraph, [223.0, 295.0, 204.0, 18.0], b46mb9ZG0F, 6459803]
[paragraph, [223.0, 313.0, 204.0, 18.0], b46mb9ZG0F, 6459803]
[paragraph, [227.0, 339.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 357.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 375.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 393.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 411.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 429.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 447.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 465.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 483.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [227.0, 501.0, 208.0, 18.0], 2KvicOnMpX, 6459803]
[paragraph, [26.0, 342.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [26.0, 360.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [26.0, 378.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [26.0, 396.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [26.0, 414.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [26.0, 432.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [26.0, 450.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [26.0, 468.0, 205.0, 18.0], shoonya_6sOSNOVCBC9OEM, 6459803]
[paragraph, [19.0, 494.0, 208.0, 18.0], NncyM2cj0q, 6459803]
[paragraph, [19.0, 512.0, 208.0, 18.0], NncyM2cj0q, 6459803]
[folio, [178.0, 536.0, 96.0, 18.0], _-jxSh6BkK, 6459803]
