[792, 1224]
[section-title, [419.0, 16.0, 364.0, 30.0], shoonya_8s0ZU6SC9FEYA7, 5705401]
[headline, [102.0, 37.0, 285.0, 25.5], shoonya_5s2NPUH5JOVY8P, 5705401]
[headline, [102.0, 62.5, 285.0, 25.5], shoonya_5s2NPUH5JOVY8P, 5705401]
[unordered-list, [825.0, 49.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 67.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 85.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 103.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 121.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 139.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 157.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 175.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 193.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 211.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 229.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 247.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 265.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 283.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 301.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 319.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 337.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 355.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 373.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 391.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 409.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 427.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 445.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 463.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 481.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 499.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 517.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 535.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 553.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 571.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 589.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 607.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 625.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 643.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 661.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 679.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 697.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 715.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 733.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [825.0, 751.0, 387.0, 18.0], GemehPrX_p, 5705401]
[unordered-list, [415.0, 58.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 76.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 94.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 112.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 130.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 148.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 166.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 184.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 202.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 220.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 238.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 256.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 274.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 292.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 310.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 328.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 346.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[unordered-list, [415.0, 364.0, 383.0, 18.0], shoonya_1sHJKCEL85UCDS, 5705401]
[paragraph, [27.0, 102.0, 362.0, 18.0], shoonya_10s8STVX8JGMHJ, 5705401]
[paragraph, [27.0, 120.0, 362.0, 18.0], shoonya_10s8STVX8JGMHJ, 5705401]
[paragraph, [27.0, 138.0, 362.0, 18.0], shoonya_10s8STVX8JGMHJ, 5705401]
[paragraph, [27.0, 156.0, 362.0, 18.0], shoonya_10s8STVX8JGMHJ, 5705401]
[paragraph, [27.0, 185.0, 362.0, 18.0], shoonya_12sH6QQ6ND3R5A, 5705401]
[paragraph, [27.0, 203.0, 362.0, 18.0], shoonya_12sH6QQ6ND3R5A, 5705401]
[paragraph, [27.0, 221.0, 362.0, 18.0], shoonya_12sH6QQ6ND3R5A, 5705401]
[paragraph, [27.0, 239.0, 362.0, 18.0], shoonya_12sH6QQ6ND3R5A, 5705401]
[paragraph, [27.0, 257.0, 362.0, 18.0], shoonya_12sH6QQ6ND3R5A, 5705401]
[paragraph, [27.0, 275.0, 362.0, 18.0], shoonya_12sH6QQ6ND3R5A, 5705401]
