[2020, 1545]
[folio, [136.0, 77.0, 175.0, 36.0], xcy2sakCNS, 5712471]
[paragraph, [817.0, 213.0, 458.0, 36.0], shoonya_0sID2J1VKBZX7C, 5712471]
[paragraph, [817.0, 249.0, 458.0, 36.0], shoonya_0sID2J1VKBZX7C, 5712471]
[paragraph, [817.0, 285.0, 458.0, 36.0], shoonya_0sID2J1VKBZX7C, 5712471]
[paragraph, [817.0, 321.0, 458.0, 36.0], shoonya_0sID2J1VKBZX7C, 5712471]
[paragraph, [74.0, 311.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 347.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 383.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 419.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 455.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 491.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 527.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 563.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 599.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [74.0, 635.0, 732.0, 36.0], shoonya_13s5362ZCN6UAB, 5712471]
[paragraph, [814.0, 386.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 422.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 458.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 494.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 530.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 566.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 602.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 638.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[paragraph, [814.0, 674.0, 693.0, 36.0], shoonya_1sK740BD8I8Z21, 5712471]
[author, [499.0, 642.0, 314.0, 36.0], M5238APA7H, 5712471]
[paragraph, [77.0, 667.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 703.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 739.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 775.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 811.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 847.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 883.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 919.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [77.0, 955.0, 733.0, 36.0], shoonya_3sVQRYGHMDKV7V, 5712471]
[paragraph, [813.0, 717.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[paragraph, [813.0, 753.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[paragraph, [813.0, 789.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[paragraph, [813.0, 825.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[paragraph, [813.0, 861.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[paragraph, [813.0, 897.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[paragraph, [813.0, 933.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[paragraph, [813.0, 969.0, 697.0, 36.0], DiCrmbzgME, 5712471]
[author, [412.0, 970.0, 393.0, 36.0], Yir4j0pm-1, 5712471]
[paragraph, [85.0, 1008.0, 714.0, 36.0], shoonya_9sD12UMP0FDFOY, 5712471]
[paragraph, [85.0, 1044.0, 714.0, 36.0], shoonya_9sD12UMP0FDFOY, 5712471]
[paragraph, [85.0, 1080.0, 714.0, 36.0], shoonya_9sD12UMP0FDFOY, 5712471]
[paragraph, [812.0, 1037.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1073.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1109.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1145.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1181.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1217.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1253.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1289.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1325.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1361.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1397.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1433.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[paragraph, [812.0, 1469.0, 709.0, 36.0], _PY_XdW0gq, 5712471]
[author, [543.0, 1101.0, 254.0, 36.0], qx2yLdcHjh, 5712471]
[paragraph, [93.0, 1140.0, 714.0, 36.0], shoonya_5sOER8W79M25NM, 5712471]
[paragraph, [93.0, 1176.0, 714.0, 36.0], shoonya_5sOER8W79M25NM, 5712471]
[paragraph, [93.0, 1212.0, 714.0, 36.0], shoonya_5sOER8W79M25NM, 5712471]
[paragraph, [93.0, 1248.0, 714.0, 36.0], shoonya_5sOER8W79M25NM, 5712471]
[paragraph, [93.0, 1284.0, 714.0, 36.0], shoonya_5sOER8W79M25NM, 5712471]
[paragraph, [96.0, 1340.0, 700.0, 36.0], shoonya_10s8ST5Q8A2YUL, 5712471]
[paragraph, [96.0, 1376.0, 700.0, 36.0], shoonya_10s8ST5Q8A2YUL, 5712471]
[paragraph, [96.0, 1412.0, 700.0, 36.0], shoonya_10s8ST5Q8A2YUL, 5712471]
[paragraph, [96.0, 1448.0, 700.0, 36.0], shoonya_10s8ST5Q8A2YUL, 5712471]
[paragraph, [96.0, 1484.0, 700.0, 36.0], shoonya_10s8ST5Q8A2YUL, 5712471]
[author, [403.0, 1466.0, 393.0, 36.0], 9zGnt1vzSR, 5712471]
[paragraph, [82.0, 1516.0, 727.0, 36.0], vvH0vOavwF, 5712471]
[paragraph, [82.0, 1552.0, 727.0, 36.0], vvH0vOavwF, 5712471]
[paragraph, [82.0, 1588.0, 727.0, 36.0], vvH0vOavwF, 5712471]
[paragraph, [82.0, 1624.0, 727.0, 36.0], vvH0vOavwF, 5712471]
[author, [1228.0, 1526.0, 287.0, 36.0], IAyAtzCZT2, 5712471]
[paragraph, [812.0, 1589.0, 709.0, 36.0], RUqNTlXtIe, 5712471]
[paragraph, [812.0, 1625.0, 709.0, 36.0], RUqNTlXtIe, 5712471]
[paragraph, [812.0, 1661.0, 709.0, 36.0], RUqNTlXtIe, 5712471]
[author, [270.0, 1641.0, 522.0, 36.0], KcisI_dR0P, 5712471]
[author, [1195.0, 1665.0, 335.0, 36.0], Ep9nNqqcwg, 5712471]
[paragraph, [79.0, 1680.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [79.0, 1716.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [79.0, 1752.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [79.0, 1788.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [79.0, 1824.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [79.0, 1860.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [79.0, 1896.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [79.0, 1932.0, 731.0, 36.0], I65smRF2yH, 5712471]
[paragraph, [806.0, 1701.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[paragraph, [806.0, 1737.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[paragraph, [806.0, 1773.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[paragraph, [806.0, 1809.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[paragraph, [806.0, 1845.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[paragraph, [806.0, 1881.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[paragraph, [806.0, 1917.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[paragraph, [806.0, 1953.0, 729.0, 36.0], 8dLSV5tJ4t, 5712471]
[author, [1156.0, 1936.0, 357.0, 36.0], shoonya_12s3MQHIZBHPCJ, 5712471]
[author, [322.0, 1940.0, 478.0, 36.0], ddjQdWeCKx, 5712471]
