[2338, 1654]
[paragraph, [183.0, 191.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 227.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 263.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 299.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 335.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 371.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 407.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 443.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 479.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 515.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 551.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 587.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 623.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 659.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 695.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 731.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 767.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [183.0, 803.0, 1285.0, 36.0], shoonya_0sFX6VWQF2XO6W, 5753977]
[paragraph, [189.0, 836.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 872.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 908.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 944.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 980.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1016.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1052.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1088.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1124.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1160.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1196.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1232.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1268.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1304.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1340.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1376.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1412.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1448.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1484.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1520.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1556.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1592.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1628.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1664.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1700.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1736.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1772.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1808.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1844.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1880.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1916.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1952.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 1988.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 2024.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
[paragraph, [189.0, 2060.0, 1290.0, 36.0], shoonya_1sM1CXEGMGHJN3, 5753977]
