[2806, 1983]
[folio, [221.0, 233.0, 813.0, 46.5], shoonya_0sLZUWETROT604, 5682162]
[folio, [221.0, 279.5, 813.0, 46.5], shoonya_0sLZUWETROT604, 5682162]
[paragraph, [212.0, 430.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 476.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 523.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 569.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 616.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 662.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 709.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 755.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 802.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 848.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 895.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 941.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 988.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 1034.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 1081.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 1127.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 1174.0, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [212.0, 1220.5, 1550.0, 46.5], shoonya_2sPDX1T0VFNBM0, 5682162]
[paragraph, [209.0, 1418.0, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1464.5, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1511.0, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1557.5, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1604.0, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1650.5, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1697.0, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1743.5, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [209.0, 1790.0, 1561.0, 46.5], shoonya_3s8ZUUZUUHJS71, 5682162]
[paragraph, [210.0, 1948.0, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 1994.5, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2041.0, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2087.5, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2134.0, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2180.5, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2227.0, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2273.5, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2320.0, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2366.5, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2413.0, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2459.5, 1559.0, 46.5], mezV7KMire, 5682162]
[paragraph, [210.0, 2506.0, 1559.0, 46.5], mezV7KMire, 5682162]
