[792, 612]
[folio, [213.0, 25.0, 222.0, 18.0], XiLCG1Vm1W, 5743796]
[paragraph, [110.0, 50.0, 430.0, 18.0], shoonya_0sZPA9VMSTW14A, 5743796]
[paragraph, [110.0, 68.0, 430.0, 18.0], shoonya_0sZPA9VMSTW14A, 5743796]
[paragraph, [110.0, 86.0, 430.0, 18.0], shoonya_0sZPA9VMSTW14A, 5743796]
[paragraph, [105.0, 123.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 141.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 159.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 177.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 195.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 213.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 231.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 249.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 267.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 285.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 303.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 321.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [105.0, 339.0, 434.0, 18.0], OTIG0XtGzJ, 5743796]
[paragraph, [108.0, 363.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 381.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 399.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 417.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 435.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 453.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 471.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 489.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 507.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 525.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 543.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 561.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 579.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 597.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 615.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 633.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [108.0, 651.0, 430.0, 18.0], KtZ92c4Qsf, 5743796]
[paragraph, [106.0, 673.0, 430.0, 18.0], Z9JZ3GAoCv, 5743796]
[paragraph, [106.0, 691.0, 430.0, 18.0], Z9JZ3GAoCv, 5743796]
[paragraph, [106.0, 709.0, 430.0, 18.0], Z9JZ3GAoCv, 5743796]
