[1755, 1240]
[chapter-title, [176.0, 137.0, 883.0, 58.5], Ekw8OOWFdi, 5708642]
[paragraph, [139.0, 287.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [139.0, 323.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [139.0, 359.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [139.0, 395.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [139.0, 431.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [139.0, 467.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [139.0, 503.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [139.0, 539.0, 960.0, 36.0], shoonya_0s5A8CLW7E2AUO, 5708642]
[paragraph, [141.0, 608.0, 961.0, 36.0], shoonya_3s57ZBF1YEKVHS, 5708642]
[paragraph, [141.0, 644.0, 961.0, 36.0], shoonya_3s57ZBF1YEKVHS, 5708642]
[paragraph, [141.0, 680.0, 961.0, 36.0], shoonya_3s57ZBF1YEKVHS, 5708642]
[paragraph, [141.0, 716.0, 961.0, 36.0], shoonya_3s57ZBF1YEKVHS, 5708642]
[paragraph, [141.0, 752.0, 961.0, 36.0], shoonya_3s57ZBF1YEKVHS, 5708642]
[paragraph, [141.0, 830.0, 959.0, 36.0], vUZadil82E, 5708642]
[paragraph, [141.0, 866.0, 959.0, 36.0], vUZadil82E, 5708642]
[paragraph, [139.0, 1020.0, 966.0, 36.0], shoonya_2s3IT9Z8F6GA4E, 5708642]
[paragraph, [139.0, 1056.0, 966.0, 36.0], shoonya_2s3IT9Z8F6GA4E, 5708642]
[paragraph, [139.0, 1092.0, 966.0, 36.0], shoonya_2s3IT9Z8F6GA4E, 5708642]
[paragraph, [139.0, 1128.0, 966.0, 36.0], shoonya_2s3IT9Z8F6GA4E, 5708642]
[paragraph, [139.0, 1164.0, 966.0, 36.0], shoonya_2s3IT9Z8F6GA4E, 5708642]
