[1200, 825]
[chapter-title, [358.0, 262.0, 110.0, 30.0], shoonya_2sNH8BR85E82BZ, 5691256]
[section-title, [280.0, 305.0, 263.0, 30.0], shoonya_3s6DDZJJQHZ3A8, 5691256]
[paragraph, [130.0, 358.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 376.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 394.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 412.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 430.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 448.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 466.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 484.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 502.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 520.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 538.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 556.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 574.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [130.0, 592.0, 559.0, 18.0], shoonya_1sQ1AOU1U8SHVU, 5691256]
[paragraph, [129.0, 625.0, 559.0, 18.0], shoonya_0sCOEJSNHLHPLA, 5691256]
[paragraph, [129.0, 643.0, 559.0, 18.0], shoonya_0sCOEJSNHLHPLA, 5691256]
[paragraph, [129.0, 661.0, 559.0, 18.0], shoonya_0sCOEJSNHLHPLA, 5691256]
[paragraph, [129.0, 679.0, 559.0, 18.0], shoonya_0sCOEJSNHLHPLA, 5691256]
[paragraph, [129.0, 697.0, 559.0, 18.0], shoonya_0sCOEJSNHLHPLA, 5691256]
[paragraph, [129.0, 715.0, 559.0, 18.0], shoonya_0sCOEJSNHLHPLA, 5691256]
[paragraph, [129.0, 742.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 760.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 778.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 796.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 814.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 832.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 850.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 868.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 886.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 904.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 922.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 940.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 958.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 976.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 994.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 1012.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 1030.0, 561.0, 18.0], tD0lO622-e, 5691256]
[paragraph, [129.0, 1048.0, 561.0, 18.0], tD0lO622-e, 5691256]
