[1492, 1000]
[folio, [414.0, 154.0, 209.0, 18.0], shoonya_3s56QOKLRXTQTO, 5720164]
[paragraph, [148.0, 206.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 224.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 242.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 260.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 278.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 296.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 314.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 332.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 350.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 368.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 386.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 404.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 422.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 440.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 458.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 476.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 494.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 512.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 530.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 548.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 566.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 584.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 602.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 620.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 638.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 656.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 674.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 692.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 710.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 728.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 746.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 764.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 782.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 800.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 818.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 836.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 854.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 872.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 890.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 908.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 926.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 944.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 962.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 980.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 998.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 1016.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 1034.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 1052.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
[paragraph, [148.0, 1070.0, 744.0, 18.0], shoonya_0sV26VLDOXXCNI, 5720164]
