[1356, 824]
[folio, [601.0, 77.0, 115.0, 18.0], shoonya_7sJ4FBN3EUPHFR, 5782528]
[folio, [601.0, 95.0, 115.0, 18.0], shoonya_7sJ4FBN3EUPHFR, 5782528]
[folio, [80.0, 132.0, 648.0, 18.0], shoonya_11sKX7691E6H1X, 5782528]
[ordered-list, [77.0, 171.0, 645.0, 18.0], shoonya_2sMJ3O28RSOYM0, 5782528]
[ordered-list, [77.0, 189.0, 645.0, 18.0], shoonya_2sMJ3O28RSOYM0, 5782528]
[ordered-list, [77.0, 207.0, 645.0, 18.0], shoonya_2sMJ3O28RSOYM0, 5782528]
[ordered-list, [77.0, 225.0, 645.0, 18.0], shoonya_2sMJ3O28RSOYM0, 5782528]
[ordered-list, [77.0, 243.0, 645.0, 18.0], shoonya_2sMJ3O28RSOYM0, 5782528]
[ordered-list, [77.0, 261.0, 645.0, 18.0], shoonya_2sMJ3O28RSOYM0, 5782528]
[ordered-list, [77.0, 279.0, 645.0, 18.0], shoonya_2sMJ3O28RSOYM0, 5782528]
[section-title, [241.0, 414.0, 312.0, 30.0], shoonya_9sH1PSCRWKZPL8, 5782528]
[section-title, [241.0, 444.0, 312.0, 30.0], shoonya_9sH1PSCRWKZPL8, 5782528]
[ordered-list, [68.0, 502.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 520.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 538.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 556.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 574.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 592.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 610.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 628.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 646.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 664.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 682.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 700.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 718.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 736.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 754.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 772.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 790.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 808.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 826.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 844.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 862.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 880.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 898.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 916.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 934.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 952.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 970.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 988.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1006.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1024.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1042.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1060.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1078.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1096.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1114.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1132.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1150.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1168.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1186.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1204.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[ordered-list, [68.0, 1222.0, 671.0, 18.0], Qj5CyU91Jt, 5782528]
[sub-ordered-list, [78.0, 538.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 556.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 574.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 592.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 610.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 628.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 646.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 664.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 682.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 700.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 718.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 736.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 754.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 772.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 790.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 808.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 826.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 844.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 862.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 880.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 898.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 916.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 934.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 952.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 970.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 988.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1006.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1024.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1042.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1060.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1078.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1096.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1114.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1132.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1150.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1168.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1186.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1204.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[sub-ordered-list, [78.0, 1222.0, 650.0, 18.0], shoonya_6sDCOJ3QX5MI0H, 5782528]
[subsub-ordered-list, [84.0, 905.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 923.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 941.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 959.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 977.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 995.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1013.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1031.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1049.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1067.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1085.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1103.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1121.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1139.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1157.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1175.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1193.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1211.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
[subsub-ordered-list, [84.0, 1229.0, 639.0, 18.0], shoonya_10sFIHPXA68ETK, 5782528]
