[2200, 1700]
[chapter-title, [622.0, 526.0, 462.0, 70.5], shoonya_2sMNI1H64FRAVQ, 5732326]
[section-title, [787.0, 713.0, 128.0, 52.5], shoonya_1sNYIQ8ZHEDF07, 5732326]
[paragraph, [447.0, 798.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 834.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 870.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 906.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 942.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 978.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1014.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1050.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1086.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1122.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1158.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1194.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1230.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1266.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1302.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1338.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1374.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1410.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1446.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1482.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1518.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1554.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1590.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1626.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1662.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[paragraph, [447.0, 1698.0, 815.0, 36.0], shoonya_0sG2S9CB1NV79U, 5732326]
[footnote, [1295.0, 2035.0, 240.0, 36.0], shoonya_3sDHMAGVJTI4VF, 5732326]
[footnote, [1295.0, 2071.0, 240.0, 36.0], shoonya_3sDHMAGVJTI4VF, 5732326]
[folio, [808.0, 2115.0, 178.0, 36.0], rbHW11SRTu, 5732326]
