[1806, 1262]
[chapter-title, [160.0, 408.0, 947.0, 58.5], shoonya_3sWKD92QR06AGM, 5680985]
[chapter-title, [160.0, 466.5, 947.0, 58.5], shoonya_3sWKD92QR06AGM, 5680985]
[author, [543.0, 611.0, 155.0, 36.0], shoonya_4sZ8B7HB2YP2P3, 5680985]
[paragraph, [101.0, 677.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 713.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 749.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 785.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 821.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 857.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 893.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 929.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 965.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1001.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1037.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1073.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1109.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1145.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1181.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1217.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1253.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1289.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1325.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1361.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1397.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1433.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1469.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1505.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1541.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1577.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1613.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [101.0, 1649.0, 495.0, 36.0], shoonya_0sEVFZH6LH8DOX, 5680985]
[paragraph, [658.0, 679.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 715.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 751.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 787.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 823.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 859.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 895.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 931.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 967.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 1003.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 1039.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 1075.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [658.0, 1111.0, 499.0, 36.0], shoonya_1sOXAX8WL6WF8H, 5680985]
[paragraph, [663.0, 1162.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1198.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1234.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1270.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1306.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1342.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1378.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1414.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1450.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1486.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1522.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1558.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1594.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1630.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
[paragraph, [663.0, 1666.0, 494.0, 36.0], shoonya_2sE7AY9WDNA6RY, 5680985]
