[1823, 1375]
[folio, [959.0, 88.0, 305.0, 36.0], shoonya_1sIMFDRO35RWLH, 5684450]
[paragraph, [693.0, 159.0, 581.0, 36.0], B26CPtq1NQ, 5684450]
[paragraph, [693.0, 195.0, 581.0, 36.0], B26CPtq1NQ, 5684450]
[paragraph, [693.0, 231.0, 581.0, 36.0], B26CPtq1NQ, 5684450]
[paragraph, [693.0, 267.0, 581.0, 36.0], B26CPtq1NQ, 5684450]
[paragraph, [693.0, 303.0, 581.0, 36.0], B26CPtq1NQ, 5684450]
[paragraph, [693.0, 339.0, 581.0, 36.0], B26CPtq1NQ, 5684450]
[paragraph, [97.0, 160.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 196.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 232.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 268.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 304.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 340.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 376.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 412.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 448.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 484.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 520.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 556.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 592.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 628.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 664.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 700.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 736.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 772.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 808.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 844.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 880.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 916.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 952.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [97.0, 988.0, 581.0, 36.0], shoonya_0s2DQG6VXCZJC4, 5684450]
[paragraph, [699.0, 389.0, 569.0, 36.0], shoonya_6sOHDVRCY37AQZ, 5684450]
[paragraph, [699.0, 425.0, 569.0, 36.0], shoonya_6sOHDVRCY37AQZ, 5684450]
[paragraph, [697.0, 477.0, 572.0, 36.0], shoonya_4sYIBD2M4UM6P1, 5684450]
[paragraph, [697.0, 513.0, 572.0, 36.0], shoonya_4sYIBD2M4UM6P1, 5684450]
[paragraph, [697.0, 549.0, 572.0, 36.0], shoonya_4sYIBD2M4UM6P1, 5684450]
[paragraph, [697.0, 585.0, 572.0, 36.0], shoonya_4sYIBD2M4UM6P1, 5684450]
[paragraph, [697.0, 621.0, 572.0, 36.0], shoonya_4sYIBD2M4UM6P1, 5684450]
[paragraph, [701.0, 701.0, 569.0, 36.0], shoonya_7sJBNLQY4U48FE, 5684450]
[paragraph, [701.0, 737.0, 569.0, 36.0], shoonya_7sJBNLQY4U48FE, 5684450]
[paragraph, [701.0, 773.0, 569.0, 36.0], shoonya_7sJBNLQY4U48FE, 5684450]
[paragraph, [698.0, 826.0, 577.0, 36.0], shoonya_8s6YM9Y2GN1ZUF, 5684450]
[paragraph, [698.0, 862.0, 577.0, 36.0], shoonya_8s6YM9Y2GN1ZUF, 5684450]
[paragraph, [698.0, 898.0, 577.0, 36.0], shoonya_8s6YM9Y2GN1ZUF, 5684450]
[paragraph, [693.0, 968.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1004.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1040.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1076.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1112.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1148.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1184.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1220.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1256.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1292.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1328.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1364.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1400.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1436.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1472.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1508.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1544.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1580.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1616.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [693.0, 1652.0, 583.0, 36.0], shoonya_2s13NW6J994W5G, 5684450]
[paragraph, [93.0, 1040.0, 578.0, 36.0], shoonya_9sA1WUYM9THUPZ, 5684450]
[paragraph, [99.0, 1077.0, 573.0, 36.0], shoonya_11sGKB20D1YLJI, 5684450]
[paragraph, [99.0, 1113.0, 573.0, 36.0], shoonya_11sGKB20D1YLJI, 5684450]
[paragraph, [160.0, 1177.0, 353.0, 36.0], shoonya_5sYIOGK838O45O, 5684450]
[paragraph, [102.0, 1227.0, 575.0, 36.0], JUQoiB6zKU, 5684450]
[paragraph, [102.0, 1263.0, 575.0, 36.0], JUQoiB6zKU, 5684450]
[paragraph, [102.0, 1299.0, 575.0, 36.0], JUQoiB6zKU, 5684450]
[paragraph, [97.0, 1359.0, 578.0, 36.0], CregBaBdnC, 5684450]
[paragraph, [97.0, 1395.0, 578.0, 36.0], CregBaBdnC, 5684450]
[paragraph, [102.0, 1455.0, 571.0, 36.0], TVwCac4qto, 5684450]
[paragraph, [102.0, 1491.0, 571.0, 36.0], TVwCac4qto, 5684450]
[paragraph, [102.0, 1527.0, 571.0, 36.0], TVwCac4qto, 5684450]
[paragraph, [97.0, 1591.0, 578.0, 36.0], AyvZXoH1Ip, 5684450]
[paragraph, [97.0, 1627.0, 578.0, 36.0], AyvZXoH1Ip, 5684450]
[paragraph, [97.0, 1663.0, 578.0, 36.0], AyvZXoH1Ip, 5684450]
