[2354, 1743]
[section-title, [371.0, 191.0, 572.0, 52.5], shoonya_6s4WYO55HW24GA, 5733585]
[paragraph, [365.0, 294.0, 1178.0, 36.0], shoonya_1s72X81CMVEI98, 5733585]
[paragraph, [365.0, 330.0, 1178.0, 36.0], shoonya_1s72X81CMVEI98, 5733585]
[paragraph, [365.0, 366.0, 1178.0, 36.0], shoonya_1s72X81CMVEI98, 5733585]
[paragraph, [365.0, 402.0, 1178.0, 36.0], shoonya_1s72X81CMVEI98, 5733585]
[paragraph, [365.0, 438.0, 1178.0, 36.0], shoonya_1s72X81CMVEI98, 5733585]
[paragraph, [365.0, 474.0, 1178.0, 36.0], shoonya_1s72X81CMVEI98, 5733585]
[paragraph, [366.0, 568.0, 1173.0, 36.0], shoonya_4s90FSIZSFGWI6, 5733585]
[paragraph, [366.0, 604.0, 1173.0, 36.0], shoonya_4s90FSIZSFGWI6, 5733585]
[paragraph, [366.0, 640.0, 1173.0, 36.0], shoonya_4s90FSIZSFGWI6, 5733585]
[paragraph, [366.0, 676.0, 1173.0, 36.0], shoonya_4s90FSIZSFGWI6, 5733585]
[paragraph, [366.0, 712.0, 1173.0, 36.0], shoonya_4s90FSIZSFGWI6, 5733585]
[paragraph, [366.0, 748.0, 1173.0, 36.0], shoonya_4s90FSIZSFGWI6, 5733585]
[section-title, [364.0, 836.0, 638.0, 52.5], shoonya_5sIJ1QZWONOQ5C, 5733585]
[paragraph, [361.0, 932.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [361.0, 968.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [361.0, 1004.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [361.0, 1040.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [361.0, 1076.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [361.0, 1112.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [361.0, 1148.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [361.0, 1184.0, 1176.0, 36.0], shoonya_2sKKKVLN8W4AS8, 5733585]
[paragraph, [358.0, 1251.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1287.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1323.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1359.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1395.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1431.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1467.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1503.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1539.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1575.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1611.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1647.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1683.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1719.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1755.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1791.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1827.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1863.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
[paragraph, [358.0, 1899.0, 1179.0, 36.0], shoonya_0sHZF39HS2C9JC, 5733585]
