[2339, 1653]
[paragraph, [323.0, 164.0, 1137.0, 36.0], shoonya_2s4C3EXPE7INWU, 5734586]
[paragraph, [323.0, 200.0, 1137.0, 36.0], shoonya_2s4C3EXPE7INWU, 5734586]
[paragraph, [323.0, 236.0, 1137.0, 36.0], shoonya_2s4C3EXPE7INWU, 5734586]
[paragraph, [323.0, 272.0, 1137.0, 36.0], shoonya_2s4C3EXPE7INWU, 5734586]
[paragraph, [323.0, 308.0, 1137.0, 36.0], shoonya_2s4C3EXPE7INWU, 5734586]
[paragraph, [323.0, 344.0, 1137.0, 36.0], shoonya_2s4C3EXPE7INWU, 5734586]
[paragraph, [323.0, 380.0, 1137.0, 36.0], shoonya_2s4C3EXPE7INWU, 5734586]
[paragraph, [325.0, 443.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 479.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 515.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 551.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 587.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 623.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 659.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 695.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 731.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 767.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 803.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 839.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 875.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 911.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 947.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 983.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1019.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1055.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1091.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1127.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1163.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1199.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1235.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [325.0, 1271.0, 1141.0, 36.0], shoonya_1sXK71QFDKNB2N, 5734586]
[paragraph, [328.0, 1332.0, 1130.0, 36.0], shoonya_3sYRXNQD6NK2KR, 5734586]
[paragraph, [328.0, 1368.0, 1130.0, 36.0], shoonya_3sYRXNQD6NK2KR, 5734586]
[paragraph, [328.0, 1404.0, 1130.0, 36.0], shoonya_3sYRXNQD6NK2KR, 5734586]
[paragraph, [328.0, 1440.0, 1130.0, 36.0], shoonya_3sYRXNQD6NK2KR, 5734586]
[paragraph, [328.0, 1476.0, 1130.0, 36.0], shoonya_3sYRXNQD6NK2KR, 5734586]
[paragraph, [326.0, 1553.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1589.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1625.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1661.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1697.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1733.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1769.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1805.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1841.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1877.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1913.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1949.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 1985.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 2021.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[paragraph, [326.0, 2057.0, 1133.0, 36.0], shoonya_0sNBIULEI4RXXW, 5734586]
[folio, [817.0, 2149.0, 570.0, 36.0], -Kk4xuMk_M, 5734586]
