[1650, 1275]
[headline, [585.0, 57.0, 311.0, 37.5], MlCl5SazX_, 6478363]
[headline, [585.0, 94.5, 311.0, 37.5], MlCl5SazX_, 6478363]
[section-title, [98.0, 82.0, 221.0, 49.5], shoonya_7sJUQGJJFCYLDL, 6478363]
[paragraph, [97.0, 245.0, 262.0, 36.0], 8StYzRn35H, 6478363]
[sub-section-title, [703.0, 246.0, 230.0, 36.0], shoonya_12s6UHULGQ770I, 6478363]
[paragraph, [697.0, 286.0, 499.0, 36.0], 89QuROC_RN, 6478363]
[paragraph, [697.0, 322.0, 499.0, 36.0], 89QuROC_RN, 6478363]
[paragraph, [697.0, 358.0, 499.0, 36.0], 89QuROC_RN, 6478363]
[unordered-list, [128.0, 289.0, 495.0, 36.0], shoonya_0s087W4A7QI9UP, 6478363]
[unordered-list, [128.0, 325.0, 495.0, 36.0], shoonya_0s087W4A7QI9UP, 6478363]
[unordered-list, [128.0, 361.0, 495.0, 36.0], shoonya_0s087W4A7QI9UP, 6478363]
[unordered-list, [128.0, 397.0, 495.0, 36.0], shoonya_0s087W4A7QI9UP, 6478363]
[unordered-list, [128.0, 433.0, 495.0, 36.0], shoonya_0s087W4A7QI9UP, 6478363]
[unordered-list, [128.0, 469.0, 495.0, 36.0], shoonya_0s087W4A7QI9UP, 6478363]
[unordered-list, [128.0, 505.0, 495.0, 36.0], shoonya_0s087W4A7QI9UP, 6478363]
[unordered-list, [700.0, 418.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 454.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 490.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 526.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 562.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 598.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 634.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 670.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 706.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 742.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 778.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 814.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 850.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[unordered-list, [700.0, 886.0, 495.0, 36.0], UukZ3otbH7, 6478363]
[paragraph, [127.0, 609.0, 506.0, 36.0], -l2A25S8ra, 6478363]
[paragraph, [127.0, 645.0, 506.0, 36.0], -l2A25S8ra, 6478363]
[paragraph, [127.0, 681.0, 506.0, 36.0], -l2A25S8ra, 6478363]
[paragraph, [127.0, 717.0, 506.0, 36.0], -l2A25S8ra, 6478363]
[paragraph, [127.0, 753.0, 506.0, 36.0], -l2A25S8ra, 6478363]
[sub-section-title, [130.0, 815.0, 292.0, 36.0], wnu4JhfV6q, 6478363]
[paragraph, [130.0, 858.0, 479.0, 36.0], cxvinM9S07, 6478363]
[paragraph, [130.0, 894.0, 479.0, 36.0], cxvinM9S07, 6478363]
[paragraph, [130.0, 930.0, 479.0, 36.0], cxvinM9S07, 6478363]
[paragraph, [692.0, 983.0, 509.0, 36.0], shoonya_8sGUSBUHQQGD2V, 6478363]
[paragraph, [692.0, 1019.0, 509.0, 36.0], shoonya_8sGUSBUHQQGD2V, 6478363]
[paragraph, [692.0, 1055.0, 509.0, 36.0], shoonya_8sGUSBUHQQGD2V, 6478363]
[paragraph, [692.0, 1091.0, 509.0, 36.0], shoonya_8sGUSBUHQQGD2V, 6478363]
[paragraph, [692.0, 1127.0, 509.0, 36.0], shoonya_8sGUSBUHQQGD2V, 6478363]
[paragraph, [692.0, 1163.0, 509.0, 36.0], shoonya_8sGUSBUHQQGD2V, 6478363]
[paragraph, [125.0, 990.0, 495.0, 36.0], hxJrTMw0Jm, 6478363]
[paragraph, [125.0, 1026.0, 495.0, 36.0], hxJrTMw0Jm, 6478363]
[paragraph, [125.0, 1062.0, 495.0, 36.0], hxJrTMw0Jm, 6478363]
[paragraph, [125.0, 1098.0, 495.0, 36.0], hxJrTMw0Jm, 6478363]
[paragraph, [125.0, 1149.0, 507.0, 36.0], DAxDwhXmLd, 6478363]
[paragraph, [125.0, 1185.0, 507.0, 36.0], DAxDwhXmLd, 6478363]
[paragraph, [125.0, 1221.0, 507.0, 36.0], DAxDwhXmLd, 6478363]
[paragraph, [125.0, 1257.0, 507.0, 36.0], DAxDwhXmLd, 6478363]
[paragraph, [692.0, 1235.0, 509.0, 36.0], P8sQ7FN0Te, 6478363]
[paragraph, [692.0, 1271.0, 509.0, 36.0], P8sQ7FN0Te, 6478363]
[paragraph, [692.0, 1307.0, 509.0, 36.0], P8sQ7FN0Te, 6478363]
[paragraph, [692.0, 1343.0, 509.0, 36.0], P8sQ7FN0Te, 6478363]
[paragraph, [692.0, 1379.0, 509.0, 36.0], P8sQ7FN0Te, 6478363]
[sidebar, [269.0, 1376.0, 358.0, 36.0], frI77C54ub, 6478363]
[sidebar, [269.0, 1412.0, 358.0, 36.0], frI77C54ub, 6478363]
[sidebar, [269.0, 1448.0, 358.0, 36.0], frI77C54ub, 6478363]
