[2030, 1443]
[chapter-title, [174.0, 124.0, 945.0, 70.5], -yu9k8IpjV, 5652007]
[paragraph, [206.0, 261.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 297.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 333.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 369.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 405.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 441.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 477.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 513.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 549.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [206.0, 585.0, 1089.0, 36.0], shoonya_0s5CIY86HEG9CP, 5652007]
[paragraph, [210.0, 687.0, 1078.0, 36.0], shoonya_3sYEPC14LNDMYS, 5652007]
[paragraph, [210.0, 723.0, 1078.0, 36.0], shoonya_3sYEPC14LNDMYS, 5652007]
[paragraph, [210.0, 759.0, 1078.0, 36.0], shoonya_3sYEPC14LNDMYS, 5652007]
[paragraph, [210.0, 795.0, 1078.0, 36.0], shoonya_3sYEPC14LNDMYS, 5652007]
[paragraph, [210.0, 831.0, 1078.0, 36.0], shoonya_3sYEPC14LNDMYS, 5652007]
[paragraph, [181.0, 906.0, 1122.0, 36.0], NUu1XlAD64, 5652007]
[paragraph, [181.0, 942.0, 1122.0, 36.0], NUu1XlAD64, 5652007]
[paragraph, [181.0, 978.0, 1122.0, 36.0], NUu1XlAD64, 5652007]
[paragraph, [203.0, 1078.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1114.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1150.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1186.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1222.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1258.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1294.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1330.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [203.0, 1366.0, 1083.0, 36.0], shoonya_1sC0H8E7UN7Q3R, 5652007]
[paragraph, [206.0, 1441.0, 1084.0, 36.0], shoonya_2sWLN09ENA7R14, 5652007]
[paragraph, [206.0, 1477.0, 1084.0, 36.0], shoonya_2sWLN09ENA7R14, 5652007]
[paragraph, [206.0, 1513.0, 1084.0, 36.0], shoonya_2sWLN09ENA7R14, 5652007]
[paragraph, [206.0, 1549.0, 1084.0, 36.0], shoonya_2sWLN09ENA7R14, 5652007]
[paragraph, [206.0, 1585.0, 1084.0, 36.0], shoonya_2sWLN09ENA7R14, 5652007]
[paragraph, [206.0, 1621.0, 1084.0, 36.0], shoonya_2sWLN09ENA7R14, 5652007]
[paragraph, [206.0, 1657.0, 1084.0, 36.0], shoonya_2sWLN09ENA7R14, 5652007]
[paragraph, [207.0, 1738.0, 1086.0, 36.0], shoonya_5s9UH9OX0YFD8A, 5652007]
[paragraph, [207.0, 1774.0, 1086.0, 36.0], shoonya_5s9UH9OX0YFD8A, 5652007]
[paragraph, [207.0, 1810.0, 1086.0, 36.0], shoonya_5s9UH9OX0YFD8A, 5652007]
[paragraph, [207.0, 1846.0, 1086.0, 36.0], shoonya_5s9UH9OX0YFD8A, 5652007]
[paragraph, [207.0, 1882.0, 1086.0, 36.0], shoonya_5s9UH9OX0YFD8A, 5652007]
