[1152, 739]
[paragraph, [66.0, 182.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 200.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 218.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 236.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 254.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 272.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 290.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 308.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 326.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 344.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 362.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 380.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 398.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 416.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 434.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 452.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 470.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 488.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 506.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 524.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 542.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 560.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 578.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 596.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 614.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 632.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 650.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 668.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 686.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 704.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 722.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 740.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 758.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 776.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 794.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 812.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 830.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 848.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 866.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 884.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 902.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 920.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 938.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 956.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 974.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 992.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[paragraph, [66.0, 1010.0, 649.0, 18.0], rb-G0HtbOG, 5740675]
[footnote, [418.0, 1110.0, 272.0, 18.0], 3TKoVzm3J4, 5740675]
