[1951, 1219]
[folio, [779.0, 122.0, 204.0, 36.0], shoonya_0sQUGELAZ4OAEI, 5682359]
[paragraph, [123.0, 205.0, 958.0, 36.0], UCa9-R9ytp, 5682359]
[paragraph, [123.0, 241.0, 958.0, 36.0], UCa9-R9ytp, 5682359]
[paragraph, [123.0, 277.0, 958.0, 36.0], UCa9-R9ytp, 5682359]
[paragraph, [124.0, 335.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 371.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 407.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 443.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 479.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 515.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 551.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 587.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 623.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 659.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 695.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 731.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 767.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 803.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 839.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 875.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 911.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 947.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 983.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1019.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1055.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1091.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1127.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1163.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1199.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1235.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1271.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1307.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1343.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [124.0, 1379.0, 973.0, 36.0], hXaUIIm8Qu, 5682359]
[paragraph, [126.0, 1429.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1465.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1501.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1537.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1573.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1609.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1645.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1681.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1717.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1753.0, 979.0, 36.0], 008jhaKlqS, 5682359]
[paragraph, [126.0, 1789.0, 979.0, 36.0], 008jhaKlqS, 5682359]
