[2030, 1445]
[chapter-title, [578.0, 236.0, 410.0, 70.5], 0SC1bz4lxc, 5650967]
[paragraph, [235.0, 373.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 409.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 445.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 481.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 517.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 553.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 589.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 625.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 661.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 697.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 733.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 769.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 805.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 841.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 877.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 913.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 949.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 985.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [235.0, 1021.0, 1095.0, 36.0], shoonya_0sLEBDX8CQORJM, 5650967]
[paragraph, [231.0, 1130.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1166.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1202.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1238.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1274.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1310.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1346.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1382.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1418.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [231.0, 1454.0, 1096.0, 36.0], shoonya_1sI5PXL497XJHN, 5650967]
[paragraph, [227.0, 1560.0, 1097.0, 36.0], shoonya_4sHG9KRX8YPYRL, 5650967]
[paragraph, [227.0, 1596.0, 1097.0, 36.0], shoonya_4sHG9KRX8YPYRL, 5650967]
[paragraph, [227.0, 1632.0, 1097.0, 36.0], shoonya_4sHG9KRX8YPYRL, 5650967]
[footnote, [218.0, 1757.0, 1076.0, 36.0], 4Xre0s1a-A, 5650967]
[footnote, [218.0, 1793.0, 1076.0, 36.0], 4Xre0s1a-A, 5650967]
[footnote, [218.0, 1829.0, 1076.0, 36.0], 4Xre0s1a-A, 5650967]
[footnote, [218.0, 1865.0, 1076.0, 36.0], 4Xre0s1a-A, 5650967]
[footnote, [218.0, 1901.0, 1076.0, 36.0], 4Xre0s1a-A, 5650967]
[footnote, [218.0, 1937.0, 1076.0, 36.0], 4Xre0s1a-A, 5650967]
