[872, 605]
[folio, [38.0, 34.0, 92.0, 18.0], shoonya_2sGD5I97C0IAJB, 6456951]
[folio, [38.0, 52.0, 92.0, 18.0], shoonya_2sGD5I97C0IAJB, 6456951]
[section-title, [251.0, 34.0, 128.0, 30.0], r3LyOOmJw5, 6456951]
[paragraph, [39.0, 70.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 88.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 106.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 124.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 142.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 160.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 178.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 196.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 214.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 232.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 250.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 268.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 286.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 304.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 322.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 340.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 358.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 376.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 394.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 412.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 430.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 448.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 466.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 484.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 502.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 520.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 538.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 556.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 574.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 592.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 610.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 628.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 646.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 664.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 682.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [39.0, 700.0, 264.0, 18.0], shoonya_0sRIVEHBNVHKHS, 6456951]
[paragraph, [300.0, 70.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 88.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 106.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 124.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 142.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 160.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 178.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 196.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 214.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 232.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 250.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 268.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 286.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 304.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 322.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 340.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 358.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 376.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 394.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 412.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 430.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 448.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 466.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 484.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 502.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 520.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 538.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 556.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 574.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 592.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 610.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 628.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 646.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[paragraph, [300.0, 664.0, 258.0, 18.0], shoonya_1sGZ14NU7CE6RR, 6456951]
[reference, [301.0, 684.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [301.0, 702.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [301.0, 720.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [301.0, 738.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [301.0, 756.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [301.0, 774.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [301.0, 792.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [301.0, 810.0, 260.0, 18.0], 2vC3SLLKDV, 6456951]
[reference, [38.0, 736.0, 266.0, 18.0], BUpsYl_TPA, 6456951]
[reference, [38.0, 754.0, 266.0, 18.0], BUpsYl_TPA, 6456951]
[reference, [38.0, 772.0, 266.0, 18.0], BUpsYl_TPA, 6456951]
[reference, [38.0, 790.0, 266.0, 18.0], BUpsYl_TPA, 6456951]
[reference, [38.0, 808.0, 266.0, 18.0], BUpsYl_TPA, 6456951]
