[1387, 987]
[paragraph, [55.0, 86.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 104.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 122.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 140.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 158.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 176.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 194.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 212.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 230.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [55.0, 248.0, 830.0, 18.0], shoonya_0sEO7FECCZUUYA, 5651634]
[paragraph, [35.0, 273.0, 932.0, 18.0], Y-qOomQkuF, 5651634]
[paragraph, [35.0, 291.0, 932.0, 18.0], Y-qOomQkuF, 5651634]
[paragraph, [35.0, 309.0, 932.0, 18.0], Y-qOomQkuF, 5651634]
[paragraph, [35.0, 327.0, 932.0, 18.0], Y-qOomQkuF, 5651634]
[paragraph, [35.0, 345.0, 932.0, 18.0], Y-qOomQkuF, 5651634]
[paragraph, [35.0, 363.0, 932.0, 18.0], Y-qOomQkuF, 5651634]
[paragraph, [45.0, 399.0, 919.0, 18.0], suzHd0HrT6, 5651634]
[paragraph, [45.0, 417.0, 919.0, 18.0], suzHd0HrT6, 5651634]
[paragraph, [45.0, 435.0, 919.0, 18.0], suzHd0HrT6, 5651634]
[paragraph, [45.0, 453.0, 919.0, 18.0], suzHd0HrT6, 5651634]
[paragraph, [45.0, 471.0, 919.0, 18.0], suzHd0HrT6, 5651634]
[paragraph, [45.0, 489.0, 919.0, 18.0], suzHd0HrT6, 5651634]
[paragraph, [56.0, 522.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 540.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 558.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 576.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 594.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 612.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 630.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 648.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 666.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 684.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 702.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 720.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [56.0, 738.0, 895.0, 18.0], T4dxaPfmc8, 5651634]
[paragraph, [66.0, 764.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 782.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 800.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 818.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 836.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 854.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 872.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 890.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 908.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 926.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 944.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 962.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 980.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 998.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1016.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1034.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1052.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1070.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1088.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1106.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1124.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1142.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1160.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1178.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1196.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
[paragraph, [66.0, 1214.0, 860.0, 18.0], OZkC5F7zGy, 5651634]
