[842, 595]
[folio, [17.0, 65.0, 63.0, 18.0], sXW8DYDw5O, 5743000]
[folio, [17.0, 83.0, 63.0, 18.0], sXW8DYDw5O, 5743000]
[folio, [17.0, 101.0, 63.0, 18.0], sXW8DYDw5O, 5743000]
[paragraph, [191.0, 123.0, 231.0, 18.0], wsP2RP7PCo, 5743000]
[paragraph, [191.0, 141.0, 231.0, 18.0], wsP2RP7PCo, 5743000]
[contact-info, [63.0, 179.0, 117.0, 18.0], u5KcnQcUrT, 5743000]
[contact-info, [63.0, 197.0, 117.0, 18.0], u5KcnQcUrT, 5743000]
[paragraph, [192.0, 180.0, 299.0, 18.0], 6iiqD3yhfC, 5743000]
[paragraph, [192.0, 198.0, 299.0, 18.0], 6iiqD3yhfC, 5743000]
[paragraph, [188.0, 229.0, 357.0, 18.0], GhUGckSuY8, 5743000]
[paragraph, [188.0, 247.0, 357.0, 18.0], GhUGckSuY8, 5743000]
[paragraph, [52.0, 241.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 259.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 277.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 295.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 313.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 331.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 349.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 367.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 385.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 403.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [52.0, 421.0, 137.0, 18.0], PMIs1n0r8K, 5743000]
[paragraph, [192.0, 311.0, 245.0, 18.0], NZktl5zjlM, 5743000]
[paragraph, [191.0, 351.0, 247.0, 18.0], K6J5f1woWU, 5743000]
[paragraph, [191.0, 369.0, 247.0, 18.0], K6J5f1woWU, 5743000]
[paragraph, [191.0, 387.0, 247.0, 18.0], K6J5f1woWU, 5743000]
[paragraph, [191.0, 405.0, 247.0, 18.0], K6J5f1woWU, 5743000]
[paragraph, [191.0, 423.0, 247.0, 18.0], K6J5f1woWU, 5743000]
[paragraph, [192.0, 459.0, 290.0, 18.0], 5xXCc_grz9, 5743000]
[paragraph, [192.0, 477.0, 290.0, 18.0], 5xXCc_grz9, 5743000]
[paragraph, [191.0, 544.0, 355.0, 18.0], xhokr3ylxu, 5743000]
[paragraph, [191.0, 562.0, 355.0, 18.0], xhokr3ylxu, 5743000]
[paragraph, [191.0, 597.0, 368.0, 18.0], NosXtW3XWW, 5743000]
[paragraph, [191.0, 622.0, 263.0, 18.0], WR7dEBz5jK, 5743000]
[paragraph, [191.0, 640.0, 263.0, 18.0], WR7dEBz5jK, 5743000]
[paragraph, [191.0, 658.0, 263.0, 18.0], WR7dEBz5jK, 5743000]
[paragraph, [191.0, 676.0, 263.0, 18.0], WR7dEBz5jK, 5743000]
[paragraph, [191.0, 694.0, 263.0, 18.0], WR7dEBz5jK, 5743000]
[paragraph, [191.0, 712.0, 263.0, 18.0], WR7dEBz5jK, 5743000]
