[1650, 1000]
[chapter-title, [203.0, 129.0, 574.0, 58.5], shoonya_3sR1DGRKMTM67B, 5731893]
[paragraph, [60.0, 214.0, 856.0, 36.0], shoonya_5s7USEV7OF9FCL, 5731893]
[paragraph, [60.0, 250.0, 856.0, 36.0], shoonya_5s7USEV7OF9FCL, 5731893]
[paragraph, [60.0, 286.0, 856.0, 36.0], shoonya_5s7USEV7OF9FCL, 5731893]
[paragraph, [59.0, 347.0, 858.0, 36.0], shoonya_2sFR2SDAKGIY50, 5731893]
[paragraph, [59.0, 383.0, 858.0, 36.0], shoonya_2sFR2SDAKGIY50, 5731893]
[paragraph, [59.0, 419.0, 858.0, 36.0], shoonya_2sFR2SDAKGIY50, 5731893]
[paragraph, [59.0, 455.0, 858.0, 36.0], shoonya_2sFR2SDAKGIY50, 5731893]
[paragraph, [59.0, 491.0, 858.0, 36.0], shoonya_2sFR2SDAKGIY50, 5731893]
[paragraph, [59.0, 527.0, 858.0, 36.0], shoonya_2sFR2SDAKGIY50, 5731893]
[paragraph, [55.0, 599.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 635.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 671.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 707.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 743.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 779.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 815.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 851.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 887.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 923.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 959.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 995.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 1031.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 1067.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [55.0, 1103.0, 856.0, 36.0], shoonya_0s8GFJJSMNZAWI, 5731893]
[paragraph, [51.0, 1176.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1212.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1248.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1284.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1320.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1356.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1392.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1428.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
[paragraph, [51.0, 1464.0, 858.0, 36.0], shoonya_1s4MUONKGY4VIC, 5731893]
