[1951, 1219]
[chapter-title, [439.0, 375.0, 196.0, 58.5], alJ3ht_baj, 5682463]
[paragraph, [133.0, 545.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 581.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 617.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 653.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 689.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 725.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 761.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 797.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 833.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 869.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 905.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 941.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 977.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 1013.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 1049.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 1085.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 1121.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [133.0, 1157.0, 949.0, 36.0], shoonya_0sWYNTHAL9SHQH, 5682463]
[paragraph, [139.0, 1215.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1251.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1287.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1323.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1359.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1395.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1431.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1467.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1503.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1539.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1575.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1611.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1647.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1683.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1719.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
[paragraph, [139.0, 1755.0, 951.0, 36.0], shoonya_1sNDDAGK5B84I2, 5682463]
