[842, 595]
[section-title, [48.0, 87.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[section-title, [48.0, 117.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[section-title, [48.0, 147.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[section-title, [48.0, 177.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[section-title, [48.0, 207.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[section-title, [48.0, 237.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[section-title, [48.0, 267.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[section-title, [48.0, 297.0, 172.0, 30.0], YLazRxYnJu, 5742886]
[paragraph, [228.0, 95.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 113.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 131.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 149.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 167.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 185.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 203.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 221.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 239.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 257.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 275.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 293.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 311.0, 313.0, 18.0], shoonya_1sJPOHA23FMBIS, 5742886]
[paragraph, [228.0, 347.0, 314.0, 18.0], shoonya_2s4XUJTM6MJWH1, 5742886]
[paragraph, [228.0, 365.0, 314.0, 18.0], shoonya_2s4XUJTM6MJWH1, 5742886]
[paragraph, [228.0, 383.0, 314.0, 18.0], shoonya_2s4XUJTM6MJWH1, 5742886]
[paragraph, [228.0, 401.0, 314.0, 18.0], shoonya_2s4XUJTM6MJWH1, 5742886]
[paragraph, [228.0, 419.0, 314.0, 18.0], shoonya_2s4XUJTM6MJWH1, 5742886]
[paragraph, [228.0, 437.0, 314.0, 18.0], shoonya_2s4XUJTM6MJWH1, 5742886]
[author, [87.0, 369.0, 102.0, 18.0], 8M4HjzyZDD, 5742886]
[contact-info, [82.0, 390.0, 108.0, 18.0], Dt01tdMENj, 5742886]
[paragraph, [98.0, 433.0, 84.0, 18.0], puTXI1vaEh, 5742886]
[paragraph, [227.0, 460.0, 315.0, 18.0], shoonya_4sAAC26CKMDZZH, 5742886]
[paragraph, [227.0, 478.0, 315.0, 18.0], shoonya_4sAAC26CKMDZZH, 5742886]
[paragraph, [227.0, 496.0, 315.0, 18.0], shoonya_4sAAC26CKMDZZH, 5742886]
