[2339, 1653]
[folio, [1316.0, 369.0, 132.0, 36.0], Dq0Xlh3LWG, 5735799]
[folio, [210.0, 371.0, 338.0, 36.0], s-MAMDMTUd, 5735799]
[paragraph, [201.0, 418.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 454.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 490.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 526.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 562.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 598.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 634.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 670.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[paragraph, [201.0, 706.0, 616.0, 36.0], shoonya_2s8J74CAUC4N5U, 5735799]
[sidebar, [38.0, 422.0, 153.0, 36.0], shoonya_6s2RFXADRI92SV, 5735799]
[paragraph, [829.0, 427.0, 627.0, 36.0], yG3Ib_QX3X, 5735799]
[paragraph, [829.0, 463.0, 627.0, 36.0], yG3Ib_QX3X, 5735799]
[paragraph, [835.0, 518.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 554.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 590.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 626.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 662.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 698.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 734.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 770.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 806.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 842.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 878.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 914.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 950.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 986.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [835.0, 1022.0, 614.0, 36.0], shoonya_3sCTME81E69EXA, 5735799]
[paragraph, [202.0, 750.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 786.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 822.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 858.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 894.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
[paragraph, [202.0, 930.0, 614.0, 36.0], shoonya_1sM0NXUB9YHLAH, 5735799]
