[2339, 1656]
[section-title, [180.0, 190.0, 447.0, 52.5], jQ4T706Vix, 5753078]
[figure-caption, [192.0, 555.0, 1274.0, 36.0], shoonya_8sO91WGK8LJ7BY, 5753078]
[figure-caption, [192.0, 591.0, 1274.0, 36.0], shoonya_8sO91WGK8LJ7BY, 5753078]
[figure-caption, [192.0, 627.0, 1274.0, 36.0], shoonya_8sO91WGK8LJ7BY, 5753078]
[paragraph, [180.0, 694.0, 1297.0, 36.0], cSo0kXzV9N, 5753078]
[paragraph, [180.0, 730.0, 1297.0, 36.0], cSo0kXzV9N, 5753078]
[paragraph, [180.0, 766.0, 1297.0, 36.0], cSo0kXzV9N, 5753078]
[paragraph, [180.0, 802.0, 1297.0, 36.0], cSo0kXzV9N, 5753078]
[paragraph, [180.0, 838.0, 1297.0, 36.0], cSo0kXzV9N, 5753078]
[section-title, [191.0, 910.0, 426.0, 52.5], shoonya_4sZE3LSKI7L92V, 5753078]
[paragraph, [188.0, 1267.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1303.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1339.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1375.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1411.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1447.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1483.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1519.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1555.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1591.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1627.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1663.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1699.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1735.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1771.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1807.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1843.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1879.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1915.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1951.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 1987.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 2023.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[paragraph, [188.0, 2059.0, 1282.0, 36.0], shoonya_7sMPSN12N6H532, 5753078]
[folio, [290.0, 2139.0, 487.0, 36.0], 1FBN1LSksB, 5753078]
