[2037, 1454]
[paragraph, [219.0, 158.0, 1092.0, 36.0], shoonya_5sEKZ01DA0MDS4, 5651975]
[paragraph, [219.0, 194.0, 1092.0, 36.0], shoonya_5sEKZ01DA0MDS4, 5651975]
[paragraph, [219.0, 230.0, 1092.0, 36.0], shoonya_5sEKZ01DA0MDS4, 5651975]
[paragraph, [207.0, 321.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 357.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 393.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 429.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 465.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 501.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 537.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 573.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 609.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 645.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 681.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 717.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 753.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 789.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 825.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 861.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 897.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [207.0, 933.0, 1097.0, 36.0], shoonya_0sGQBCDN5TLHNQ, 5651975]
[paragraph, [206.0, 1007.0, 1090.0, 36.0], shoonya_7sI6HGQ2CXHVH6, 5651975]
[paragraph, [206.0, 1043.0, 1090.0, 36.0], shoonya_7sI6HGQ2CXHVH6, 5651975]
[paragraph, [206.0, 1079.0, 1090.0, 36.0], shoonya_7sI6HGQ2CXHVH6, 5651975]
[paragraph, [206.0, 1115.0, 1090.0, 36.0], shoonya_7sI6HGQ2CXHVH6, 5651975]
[paragraph, [206.0, 1151.0, 1090.0, 36.0], shoonya_7sI6HGQ2CXHVH6, 5651975]
[paragraph, [202.0, 1250.0, 1099.0, 36.0], shoonya_2sL08OWKPU77UI, 5651975]
[paragraph, [202.0, 1286.0, 1099.0, 36.0], shoonya_2sL08OWKPU77UI, 5651975]
[paragraph, [202.0, 1322.0, 1099.0, 36.0], shoonya_2sL08OWKPU77UI, 5651975]
[paragraph, [202.0, 1358.0, 1099.0, 36.0], shoonya_2sL08OWKPU77UI, 5651975]
[paragraph, [202.0, 1394.0, 1099.0, 36.0], shoonya_2sL08OWKPU77UI, 5651975]
[paragraph, [203.0, 1478.0, 1097.0, 36.0], shoonya_6sO4DPUE3U5JPI, 5651975]
[paragraph, [203.0, 1514.0, 1097.0, 36.0], shoonya_6sO4DPUE3U5JPI, 5651975]
[paragraph, [203.0, 1550.0, 1097.0, 36.0], shoonya_6sO4DPUE3U5JPI, 5651975]
[paragraph, [203.0, 1586.0, 1097.0, 36.0], shoonya_6sO4DPUE3U5JPI, 5651975]
[paragraph, [203.0, 1622.0, 1097.0, 36.0], shoonya_6sO4DPUE3U5JPI, 5651975]
[paragraph, [203.0, 1658.0, 1097.0, 36.0], shoonya_6sO4DPUE3U5JPI, 5651975]
[paragraph, [203.0, 1694.0, 1097.0, 36.0], shoonya_6sO4DPUE3U5JPI, 5651975]
[paragraph, [206.0, 1776.0, 1096.0, 36.0], shoonya_3s7ODPXDAAPGVG, 5651975]
[paragraph, [206.0, 1812.0, 1096.0, 36.0], shoonya_3s7ODPXDAAPGVG, 5651975]
[paragraph, [206.0, 1848.0, 1096.0, 36.0], shoonya_3s7ODPXDAAPGVG, 5651975]
[paragraph, [206.0, 1884.0, 1096.0, 36.0], shoonya_3s7ODPXDAAPGVG, 5651975]
[paragraph, [206.0, 1920.0, 1096.0, 36.0], shoonya_3s7ODPXDAAPGVG, 5651975]
