[1275, 750]
[section-title, [227.0, 80.0, 283.0, 30.0], shoonya_0sGFK75Q3T71Z1, 5767358]
[section-title, [227.0, 110.0, 283.0, 30.0], shoonya_0sGFK75Q3T71Z1, 5767358]
[paragraph, [48.0, 155.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 173.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 191.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 209.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 227.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 245.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 263.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 281.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 299.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 317.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 335.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 353.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 371.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 389.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 407.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 425.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 443.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 461.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 479.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 497.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 515.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 533.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 551.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 569.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 587.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 605.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 623.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 641.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 659.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 677.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 695.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 713.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 731.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 749.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 767.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 785.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 803.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 821.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 839.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 857.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 875.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 893.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 911.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 929.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 947.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 965.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 983.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 1001.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 1019.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 1037.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[paragraph, [48.0, 1055.0, 672.0, 18.0], WcNTzqq7Pd, 5767358]
[ordered-list, [83.0, 1080.0, 604.0, 18.0], _S0BZI_h8G, 5767358]
[ordered-list, [83.0, 1098.0, 604.0, 18.0], _S0BZI_h8G, 5767358]
[ordered-list, [83.0, 1116.0, 604.0, 18.0], _S0BZI_h8G, 5767358]
[ordered-list, [83.0, 1134.0, 604.0, 18.0], _S0BZI_h8G, 5767358]
[ordered-list, [83.0, 1152.0, 604.0, 18.0], _S0BZI_h8G, 5767358]
