[1063, 680]
[section-title, [66.0, 237.0, 268.0, 30.0], shoonya_0sURE33265G9RU, 5739783]
[section-title, [66.0, 267.0, 268.0, 30.0], shoonya_0sURE33265G9RU, 5739783]
[paragraph, [54.0, 317.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 335.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 353.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 371.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 389.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 407.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 425.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 443.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 461.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 479.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 497.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 515.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 533.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 551.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 569.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 587.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 605.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 623.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 641.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 659.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 677.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 695.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 713.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 731.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 749.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 767.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 785.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 803.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 821.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 839.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 857.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 875.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 893.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 911.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[paragraph, [54.0, 929.0, 547.0, 18.0], Q8gfcMj-7P, 5739783]
[footnote, [467.0, 1016.0, 174.0, 18.0], I39z7rEric, 5739783]
