[1806, 1262]
[folio, [690.0, 118.0, 390.0, 36.0], shoonya_0sOUF1ZRGFC2A5, 5681490]
[paragraph, [645.0, 198.0, 509.0, 36.0], -QmAS-uE1W, 5681490]
[paragraph, [645.0, 234.0, 509.0, 36.0], -QmAS-uE1W, 5681490]
[paragraph, [645.0, 270.0, 509.0, 36.0], -QmAS-uE1W, 5681490]
[paragraph, [645.0, 306.0, 509.0, 36.0], -QmAS-uE1W, 5681490]
[paragraph, [645.0, 342.0, 509.0, 36.0], -QmAS-uE1W, 5681490]
[paragraph, [97.0, 199.0, 497.0, 36.0], shoonya_3sNHBSUAU3V2VF, 5681490]
[paragraph, [97.0, 235.0, 497.0, 36.0], shoonya_3sNHBSUAU3V2VF, 5681490]
[paragraph, [97.0, 271.0, 497.0, 36.0], shoonya_3sNHBSUAU3V2VF, 5681490]
[paragraph, [97.0, 307.0, 497.0, 36.0], shoonya_3sNHBSUAU3V2VF, 5681490]
[paragraph, [96.0, 416.0, 503.0, 36.0], shoonya_5sKO2Y8XLPREF5, 5681490]
[paragraph, [96.0, 452.0, 503.0, 36.0], shoonya_5sKO2Y8XLPREF5, 5681490]
[paragraph, [96.0, 488.0, 503.0, 36.0], shoonya_5sKO2Y8XLPREF5, 5681490]
[paragraph, [96.0, 524.0, 503.0, 36.0], shoonya_5sKO2Y8XLPREF5, 5681490]
[paragraph, [96.0, 560.0, 503.0, 36.0], shoonya_5sKO2Y8XLPREF5, 5681490]
[paragraph, [96.0, 596.0, 503.0, 36.0], shoonya_5sKO2Y8XLPREF5, 5681490]
[paragraph, [96.0, 632.0, 503.0, 36.0], shoonya_5sKO2Y8XLPREF5, 5681490]
[paragraph, [645.0, 416.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 452.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 488.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 524.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 560.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 596.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 632.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 668.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [645.0, 704.0, 506.0, 36.0], K90mcPbZXc, 5681490]
[paragraph, [104.0, 746.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 782.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 818.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 854.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 890.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 926.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 962.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 998.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1034.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1070.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1106.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1142.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1178.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1214.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1250.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1286.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1322.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1358.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1394.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [104.0, 1430.0, 506.0, 36.0], shoonya_7sH7NGAG7XX90O, 5681490]
[paragraph, [648.0, 771.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 807.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 843.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 879.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 915.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 951.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 987.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1023.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1059.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1095.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1131.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1167.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1203.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1239.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1275.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1311.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1347.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1383.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1419.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1455.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1491.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [648.0, 1527.0, 512.0, 36.0], xRBaM4rjZ8, 5681490]
[paragraph, [649.0, 1591.0, 516.0, 36.0], ejvysfNaWb, 5681490]
[paragraph, [649.0, 1627.0, 516.0, 36.0], ejvysfNaWb, 5681490]
[paragraph, [649.0, 1663.0, 516.0, 36.0], ejvysfNaWb, 5681490]
