[1320, 1176]
[folio, [63.0, 56.0, 191.0, 18.0], XqmWsJFgiV, 5694138]
[folio, [63.0, 74.0, 191.0, 18.0], XqmWsJFgiV, 5694138]
[folio, [63.0, 92.0, 191.0, 18.0], XqmWsJFgiV, 5694138]
[folio, [63.0, 110.0, 191.0, 18.0], XqmWsJFgiV, 5694138]
[folio, [63.0, 128.0, 191.0, 18.0], XqmWsJFgiV, 5694138]
[folio, [63.0, 146.0, 191.0, 18.0], XqmWsJFgiV, 5694138]
[paragraph, [765.0, 176.0, 358.0, 18.0], P0cEz5ewH_, 5694138]
[paragraph, [765.0, 194.0, 358.0, 18.0], P0cEz5ewH_, 5694138]
[paragraph, [765.0, 212.0, 358.0, 18.0], P0cEz5ewH_, 5694138]
[paragraph, [69.0, 182.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [69.0, 200.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [69.0, 218.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [69.0, 236.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [69.0, 254.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [69.0, 272.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [69.0, 290.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [69.0, 308.0, 344.0, 18.0], rLRI_MYxnp, 5694138]
[paragraph, [419.0, 185.0, 336.0, 18.0], z_4KFNXXxn, 5694138]
[paragraph, [419.0, 203.0, 336.0, 18.0], z_4KFNXXxn, 5694138]
[paragraph, [419.0, 221.0, 336.0, 18.0], z_4KFNXXxn, 5694138]
[paragraph, [419.0, 239.0, 336.0, 18.0], z_4KFNXXxn, 5694138]
[paragraph, [419.0, 257.0, 336.0, 18.0], z_4KFNXXxn, 5694138]
[paragraph, [419.0, 275.0, 336.0, 18.0], z_4KFNXXxn, 5694138]
[paragraph, [419.0, 293.0, 336.0, 18.0], z_4KFNXXxn, 5694138]
[paragraph, [772.0, 232.0, 344.0, 18.0], 2QnK5jjeJN, 5694138]
[paragraph, [772.0, 250.0, 344.0, 18.0], 2QnK5jjeJN, 5694138]
[paragraph, [772.0, 268.0, 344.0, 18.0], 2QnK5jjeJN, 5694138]
[paragraph, [418.0, 348.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 366.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 384.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 402.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 420.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 438.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 456.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 474.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 492.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 510.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 528.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 546.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 564.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 582.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 600.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 618.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 636.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 654.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 672.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 690.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[paragraph, [418.0, 708.0, 345.0, 18.0], -McxQzTuVV, 5694138]
[figure-caption, [882.0, 664.0, 127.0, 18.0], ZFdmuIRcpu, 5694138]
[paragraph, [771.0, 700.0, 336.0, 18.0], S-CnwcSTPH, 5694138]
[paragraph, [771.0, 718.0, 336.0, 18.0], S-CnwcSTPH, 5694138]
[figure-caption, [182.0, 703.0, 107.0, 18.0], shoonya_6sUA23IGLZO8JF, 5694138]
[section-title, [430.0, 741.0, 140.0, 30.0], ebXOtyw-c9, 5694138]
[paragraph, [80.0, 747.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 765.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 783.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 801.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 819.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 837.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 855.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 873.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 891.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 909.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 927.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 945.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 963.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 981.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 999.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1017.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1035.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1053.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1071.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1089.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1107.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
[paragraph, [80.0, 1125.0, 336.0, 18.0], shoonya_0sQ16W4HHY1CN4, 5694138]
