[975, 575]
[chapter-title, [55.0, 32.0, 431.0, 30.0], shoonya_0sKG81HVPPA0LF, 5775939]
[paragraph, [14.0, 75.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 93.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 111.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 129.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 147.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 165.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 183.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 201.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 219.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 237.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 255.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 273.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 291.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 309.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 327.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 345.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 363.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 381.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 399.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 417.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 435.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 453.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 471.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 489.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 507.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 525.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 543.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 561.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 579.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 597.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 615.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 633.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [14.0, 651.0, 532.0, 18.0], 6qIy9YKd_d, 5775939]
[paragraph, [13.0, 666.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 684.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 702.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 720.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 738.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 756.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 774.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 792.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 810.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 828.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 846.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [13.0, 864.0, 537.0, 18.0], OUzqUTmsEO, 5775939]
[paragraph, [15.0, 881.0, 542.0, 18.0], AX8sO48cxG, 5775939]
[paragraph, [15.0, 899.0, 542.0, 18.0], AX8sO48cxG, 5775939]
[paragraph, [15.0, 917.0, 542.0, 18.0], AX8sO48cxG, 5775939]
