[2200, 1700]
[paragraph, [414.0, 127.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 163.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 199.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 235.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 271.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 307.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 343.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 379.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 415.0, 869.0, 36.0], shoonya_1sCZSC8AW3427X, 5660614]
[paragraph, [414.0, 489.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 525.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 561.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 597.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 633.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 669.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 705.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 741.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 777.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 813.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 849.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 885.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 921.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 957.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 993.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1029.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1065.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1101.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1137.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1173.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1209.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1245.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1281.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1317.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1353.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1389.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1425.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [414.0, 1461.0, 866.0, 36.0], shoonya_0sUPKM3WX765UF, 5660614]
[paragraph, [417.0, 1517.0, 863.0, 36.0], shoonya_3s5S1D350EXQPV, 5660614]
[paragraph, [417.0, 1553.0, 863.0, 36.0], shoonya_3s5S1D350EXQPV, 5660614]
[paragraph, [417.0, 1589.0, 863.0, 36.0], shoonya_3s5S1D350EXQPV, 5660614]
[paragraph, [417.0, 1625.0, 863.0, 36.0], shoonya_3s5S1D350EXQPV, 5660614]
